"Vosa";"VosaParts";"Finnish";"English";"SL"
"autahhiirte";"aut-ah-hiir-te";"tyrmistys";"consternation";"S"
"autahhiirte";"aut-ah-hiir-te";"tyrmistys";"dismay";"S"
"autahlumii";"aut-ah-lu-mii";"pitkästyä";"get bored";"V"
"autahniiden";"aut-ah-niid-en";"hätääntynyt";"frantic";"V"
"autahnilkmoo";"aut-ah-nilk-moo";"saastua";"be contaminated";"V"
"autahnilkmoo";"aut-ah-nilk-moo";"saastua";"be polluted";"V"
"autahnilkmooen";"aut-ah-nilk-moo-en";"saastunut";"contaminated";"V"
"autahnilkmooen";"aut-ah-nilk-moo-en";"saastunut";"polluted";"V"
"autahnilkmooen";"aut-ah-nilk-moo-en";"saastutettu";"defiled";"V"
"autahnilkmoote";"aut-ah-nilk-moo-te";"saastuminen";"contamination";"S"
"autahnilkmoote";"aut-ah-nilk-moo-te";"saastuminen";"pollution";"S"
"autahpiir";"aut-ah-piir";"pahentua";"get worse";"V"
"autahriisk";"aut-ah-riisk";"vaarantua";"be endangered";"V"
"autahstaa";"aut-ah-staa";"ahdistua";"get anxious";"V"
"autahstaaen";"aut-ah-staa-en";"ahdistunut";"anguished";"V"
"autahstaaen";"aut-ah-staa-en";"ahdistunut";"anxious";"V"
"autahstaaen";"aut-ah-staa-en";"ahdistunut";"distressed";"V"
"autahstaaen";"aut-ah-staa-en";"ahdistunut";"harried";"V"
"autahstavao";"aut-ah-sta-va-o";"ahdistuneisuus";"anxiety";"S"
"autahstavao";"aut-ah-sta-va-o";"ahdistuneisuus";"anxiousness";"S"
"autahsttee";"aut-ah-st-tee";"pilaantua";"spoil";"V"
"autahsttee";"aut-ah-st-tee";"tärveltyä";"be damaged";"V"
"autahsttee-en";"aut-ah-st-tee-en";"pilaantunut";"decayed";"V"
"autahsttee-en";"aut-ah-st-tee-en";"pilaantunut";"spoiled";"V"
"autahsttee-en";"aut-ah-st-tee-en";"pilaantunut";"spoilt";"V"
"autahvofiijo";"aut-ah-vo-fii-jo";"fakiiri";"fakir";"S"
"autahvopiir";"aut-ah-vo-piir";"degeneroitua";"degenerate";"V"
"autahvopiir";"aut-ah-vo-piir";"huonontua";"degrade";"V"
"autahvopiir";"aut-ah-vo-piir";"huonontua";"deteriorate";"V"
"autahvopiir";"aut-ah-vo-piir";"huonontua";"drop away";"V"
"autahvopiir";"aut-ah-vo-piir";"huonontua";"drop off";"V"
"autahvopiir";"aut-ah-vo-piir";"huonontua";"get worse";"V"
"autahvopiiren";"aut-ah-vo-piir-en";"huonontunut";"degraded";"V"
"autahvopiiren";"aut-ah-vo-piir-en";"huonontunut";"deteriorated";"V"
"autahöfriip";"aut-ah-öf-riip";"mennä hukkaan";"be wasted";"V"
"autahöfriip";"aut-ah-öf-riip";"tuhrautua";"be spent";"V"
"autahöfriip";"aut-ah-öf-riip";"tuhrautua";"be wasted";"V"
"autahöfriip";"aut-ah-öf-riip";"tuhrautua";"waste away";"V"
"autalpölyy";"aut-al-pö-lyy";"alistua";"defer";"V"
"autalpölyy";"aut-al-pö-lyy";"alistua";"submit to";"V"
"autalpölyy";"aut-al-pö-lyy";"alistua";"surrender";"V"
"autalpölyyen";"aut-al-pö-lyy-en";"alistunut";"abject";"V"
"autalpölyyen";"aut-al-pö-lyy-en";"alistunut";"resigned";"V"
"autalpölyyen";"aut-al-pö-lyy-en";"alistunut";"submissive";"V"
"autalpölyyte";"aut-al-pö-lyy-te";"alistuminen";"submission";"S"
"autalpölyyte";"aut-al-pö-lyy-te";"alistuminen";"subservience";"S"
"autalpölyyva";"aut-al-pö-lyy-va";"alistuva";"acquiescent";"A"
"autalpölyyva";"aut-al-pö-lyy-va";"alistuva";"docile";"A"
"autalpölyyva";"aut-al-pö-lyy-va";"alistuva";"submissive";"A"
"autalpölyyva";"aut-al-pö-lyy-va";"alistuvainen";"submissive";"A"
"autalpölyyvao";"aut-al-pö-lyy-va-o";"alistuvuus";"acquiescence";"S"
"autalpölyyvao";"aut-al-pö-lyy-va-o";"alistuvuus";"submissiveness";"S"
"autalpölyyvao";"aut-al-pö-lyy-va-o";"alistuvuus";"subservientness";"S"
"autarböön";"aut-ar-böön";"tulistua";"flare up";"V"
"autarböön";"aut-ar-böön";"tulistua";"lose one's temper";"V"
"autaryys";"aut-ar-yys";"ärsyyntyä";"get annoyed";"V"
"autaryys";"aut-ar-yys";"ärsyyntyä";"get irritated";"V"
"autaryysen";"aut-ar-yys-en";"ärsyyntynyt";"displeased";"V"
"autbauu";"aut-bauu";"kumartua";"bend";"V"
"autbauu";"aut-bauu";"kumartua";"bend down";"V"
"autbauu";"aut-bauu";"kumartua";"bow down";"V"
"autbauu";"aut-bauu";"kumartua";"crouch";"V"
"autbauu";"aut-bauu";"kumartua";"stoop";"V"
"autbauuen";"aut-bauu-en";"kumartunut";"stooped";"V"
"autbees";"aut-bees";"perustuu";"is based";"V"
"autbees";"aut-bees";"pohjautua";"base on";"V"
"autbolpiir";"aut-bol-piir";"paisua";"swell";"V"
"autbolpiir";"aut-bol-piir";"turvota";"swell";"V"
"autbolpiir";"aut-bol-piir";"turvota";"swell up";"V"
"autbolpiiren";"aut-bol-piir-en";"paisunut";"bloated";"V"
"autbrauu";"aut-brauu";"ruskistua";"brown";"V"
"autbunpiir";"aut-bun-piir";"pullistua";"belly out";"V"
"autbunpiir";"aut-bun-piir";"pullistua";"bloat";"V"
"autbunpiir";"aut-bun-piir";"pullistua";"bulge";"V"
"autbunpiir";"aut-bun-piir";"pullistua";"swell out";"V"
"autbönfraii";"aut-bön-fraii";"korventua";"scorch";"V"
"autbönfraii";"aut-bön-fraii";"kärventyä";"scorch";"V"
"autbönmii";"aut-bön-mii";"kiihottua";"turn on";"V"
"autbönmii";"aut-bön-mii";"kiihtyä";"get excited";"V"
"autbönmiien";"aut-bön-mii-en";"kiihottunut";"aroused";"V"
"autbönmiien";"aut-bön-mii-en";"kiihottunut";"excited";"V"
"autbönmiien";"aut-bön-mii-en";"kiihtynyt";"agitated";"V"
"autbönmiien";"aut-bön-mii-en";"kiihtynyt";"excited";"V"
"autbönmiite";"aut-bön-mii-te";"kiihottuminen";"titillation";"S"
"autbönmiite";"aut-bön-mii-te";"kiihtymys";"excitement";"S"
"autcuaaren";"aut-cu-aar-en";"kiukustunut";"pissed off";"V"
"autculi";"aut-cu-li";"itsekkäästi";"selfishly";"D"
"autcurovao";"aut-cu-ro-va-o";"itsetärkeys";"self-importance";"S"
"autcuva";"aut-cu-va";"itsekäs";"selfish";"A"
"autcuvao";"aut-cu-va-o";"itsekkyys";"selfhood";"S"
"autcuvao";"aut-cu-va-o";"itsekkyys";"selfishness";"S"
"autcuyyv";"aut-cu-yyv";"häiriintyä";"be disturbed";"V"
"autcuyyven";"aut-cu-yyv-en";"häiriintynyt";"bugged";"V"
"autcuyyven";"aut-cu-yyv-en";"häiriintynyt";"deranged";"V"
"autcuyyven";"aut-cu-yyv-en";"häiriintynyt";"disordered";"V"
"autcuyyven";"aut-cu-yyv-en";"häiriintynyt";"disrupted";"V"
"autcuyyven";"aut-cu-yyv-en";"häiriintynyt";"distracted";"V"
"autcuyyven";"aut-cu-yyv-en";"häiriintynyt";"disturbed";"V"
"autcuyyven";"aut-cu-yyv-en";"häiriintynyt";"perturbed";"V"
"autcuyyvvao";"aut-cu-yyv-va-o";"häiriintyneisyys";"derangement";"S"
"autdaaven";"aut-daav-en";"itseoppinut";"autodidact";"V"
"autdafaa";"aut-da-faa";"ilmoittautua";"check in";"V"
"autdafaa";"aut-da-faa";"ilmoittautua";"enrol";"V"
"autdafaa";"aut-da-faa";"ilmoittautua";"enroll";"V"
"autdafaa";"aut-da-faa";"ilmoittautua";"enter for";"V"
"autdafaa";"aut-da-faa";"ilmoittautua";"register";"V"
"autdafaa";"aut-da-faa";"ilmoittautua";"report";"V"
"autdafaate";"aut-da-faa-te";"ilmoittautuminen";"enrolling";"S"
"autdafaate";"aut-da-faa-te";"ilmoittautuminen";"enrolment";"S"
"autdafiili";"aut-da-fii-li";"intuitiivisesti";"intuitively";"D"
"autdafiiva";"aut-da-fii-va";"intuitiivinen";"intuitional";"A"
"autdafiiva";"aut-da-fii-va";"intuitiivinen";"intuitive";"A"
"autdafio";"aut-da-fi-o";"intuitio";"intuit";"S"
"autdafio";"aut-da-fi-o";"intuitio";"intuition";"S"
"autdafivoeej";"aut-da-fi-vo-eej";"taintua";"get stunned";"V"
"autdeev";"aut-deev";"kehittyä";"civilize";"V"
"autdeev";"aut-deev";"kehittyä";"develop";"V"
"autdeev";"aut-deev";"kehittyä";"evolve";"V"
"autdeev";"aut-deev";"kehittyä";"progress";"V"
"autdeev";"aut-deev";"kehkeytyä";"blossom";"V"
"autdeev";"aut-deev";"kehkeytyä";"develop";"V"
"autdeeven";"aut-deev-en";"kehittynyt";"advanced";"V"
"autdeeven";"aut-deev-en";"kehittynyt";"developed";"V"
"autdeeven";"aut-deev-en";"kehittynyt";"evolved";"V"
"autdeeven";"aut-deev-en";"kehittynyt";"highly-developed";"V"
"autdeevenvao";"aut-deev-en-va-o";"kehittyneisyys";"sophistication";"S"
"autdeevva";"aut-deev-va";"kehittyvä";"developing";"A"
"autdepaate";"aut-de-paa-te";"regressio";"regression";"S"
"autdepaava";"aut-de-paa-va";"regressiivinen";"regressive";"A"
"autderovaarm";"aut-de-ro-vaarm";"takautua";"backtrack";"V"
"autderovaarm";"aut-de-ro-vaarm";"takautua";"guarantee";"V"
"autderovaarmob";"aut-de-ro-vaarm-ob";"takauma";"flashback";"S"
"autdihsasaa";"aut-dih-sa-saa";"julistautua";"declare";"V"
"autdiplyy";"aut-dip-lyy";"uppoutua";"engross";"V"
"autdiplyy";"aut-dip-lyy";"uppoutua";"get absorbed in";"V"
"autdiplyy";"aut-dip-lyy";"uppoutua";"immerse";"V"
"autdippiir";"aut-dip-piir";"syventyä";"enter into";"V"
"autdippiir";"aut-dip-piir";"syventyä";"go into more deeply";"V"
"autdippiirte";"aut-dip-piir-te";"syventyminen";"engrossment";"S"
"autdippiirte";"aut-dip-piir-te";"syventyminen";"preoccupation";"S"
"autdool";"aut-dool";"purkautua";"burst";"V"
"autdool";"aut-dool";"purkautua";"erupt";"V"
"autdooltul";"aut-dool-tul";"purkautumistie";"outlet";"S"
"autdooltul";"aut-dool-tul";"purkautumistie";"vent";"S"
"autduiik";"aut-du-iik";"haljeta";"break";"V"
"autduiik";"aut-du-iik";"haljeta";"burst";"V"
"autduiik";"aut-du-iik";"haljeta";"crack";"V"
"autduiik";"aut-du-iik";"haljeta";"split";"V"
"autdusii";"aut-du-sii";"kaksinkertaistua";"double";"V"
"autdutee";"aut-du-tee";"toistua";"be repeated";"V"
"autdutee";"aut-du-tee";"toistua";"recur";"V"
"autdutee";"aut-du-tee";"toistua";"reoccur";"V"
"autduteeli";"aut-du-tee-li";"toistuvasti";"recurrently";"D"
"autduteeli";"aut-du-tee-li";"toistuvasti";"repeatedly";"D"
"autduteeli";"aut-du-tee-li";"toistuvasti";"repetitively";"D"
"autduteeva";"aut-du-tee-va";"toistuva";"recurrent";"A"
"autduteeva";"aut-du-tee-va";"toistuva";"recurring";"A"
"autduteeva";"aut-du-tee-va";"toistuva";"repeated";"A"
"autduteeva";"aut-du-tee-va";"toistuva";"repeating";"A"
"autduteeva";"aut-du-tee-va";"toistuva";"repetitive";"A"
"autduteevao";"aut-du-tee-va-o";"toistuvuus";"repetitiveness";"S"
"auteaap";"aut-e-aap";"elpyä";"revive";"V"
"auteaap";"aut-e-aap";"virota";"revive";"V"
"auteap";"aut-e-ap";"elpyminen";"improvement";"S"
"auteap";"aut-e-ap";"elpyminen";"rebirth";"S"
"auteap";"aut-e-ap";"elpyminen";"recovery";"S"
"auteap";"aut-e-ap";"elpyminen";"resurgence";"S"
"auteap";"aut-e-ap";"elpyminen";"resurrection";"S"
"auteap";"aut-e-ap";"elpyminen";"revival";"S"
"auteap";"aut-e-ap";"elpyminen";"rise";"S"
"auteap";"aut-e-ap";"elpyminen";"upsurge";"S"
"auteap";"aut-e-ap";"elpyminen";"upturn";"S"
"autedjokaa";"aut-ed-jo-kaa";"esittäytyä";"introduce myself";"V"
"autedtukaa";"aut-ed-tu-kaa";"esiintyä";"act";"V"
"autedtukaa";"aut-ed-tu-kaa";"esiintyä";"behave";"V"
"autedtukaa";"aut-ed-tu-kaa";"esiintyä";"perform";"V"
"autedtukaa";"aut-ed-tu-kaa";"esiintyä";"play";"V"
"autedtukaajo";"aut-ed-tu-kaa-jo";"esiintyjä";"performer";"S"
"autedtukaate";"aut-ed-tu-kaa-te";"esiintyminen";"performance";"S"
"autedtukaate";"aut-ed-tu-kaa-te";"performanssi";"performance";"S"
"autedtukavisopto jäärjo";"aut-ed-tu-ka-vi-sop-to jäär-jo";"esiintymissopimusten järjestäjä";"impresario";"S"
"autedtukavisopto jäärjo";"aut-ed-tu-ka-vi-sop-to jäär-jo";"esiintymissopimusten järjestäjä";"organizer of performance contracts";"S"
"autedtukavotra";"aut-ed-tu-ka-vo-tra";"esiintymiskoe";"audition";"S"
"auteej";"aut-eej";"kieltäytyä";"abstain";"V"
"auteej";"aut-eej";"kieltäytyä";"be refusing";"V"
"auteej";"aut-eej";"kieltäytyä";"disclaim";"V"
"auteej";"aut-eej";"kieltäytyä";"refuse";"V"
"auteejte";"aut-eej-te";"kieltäytyminen";"refusal";"S"
"autejviiv";"aut-ej-viiv";"purkaantua";"unweave";"V"
"autejviiv";"aut-ej-viiv";"purkautua";"unravel";"V"
"autejvokamuu";"aut-ej-vo-ka-muu";"sokaistua";"be blinded";"V"
"autemfii";"aut-em-fii";"maistua";"taste";"V"
"autemreek";"aut-em-reek";"syöpyä";"corrode";"V"
"autenfortee";"aut-en-for-tee";"valmistautua";"get ready";"V"
"autenfortee";"aut-en-for-tee";"valmistautua";"prepare oneself";"V"
"autenfortee";"aut-en-for-tee";"valmistautua";"ready one's self";"V"
"autenfortee for has";"aut-en-for-tee for has";"valmistautua haasteeseen";"prepare for the challenge";"V"
"autenfortee-en";"aut-en-for-tee-en";"valmistautunut";"prepared";"V"
"autenfortee-en";"aut-en-for-tee-en";"valmistautunut";"ready";"V"
"autenforteete";"aut-en-for-tee-te";"valmistautuminen";"preparation";"S"
"autenforteete";"aut-en-for-tee-te";"valmistautuminen";"preparing";"S"
"autennaa";"aut-en-naa";"ennakoitua";"forethought";"V"
"autenrees";"aut-en-rees";"varautua";"be prepared";"V"
"autenrees";"aut-en-rees";"varautua";"get ready";"V"
"autenrees";"aut-en-rees";"varautua";"prepare for";"V"
"auteokir";"aut-e-o-kir";"omaelämäkerta";"autobiography";"S"
"auteokirva";"aut-e-o-kir-va";"omaelämäkerrallinen";"autobiographical";"A"
"auteotoov";"aut-e-o-toov";"näivettyä";"atrophy";"V"
"auteotoov";"aut-e-o-toov";"näivettyä";"wilt";"V"
"auteotoov";"aut-e-o-toov";"näivettyä";"wither";"V"
"auterkaa";"aut-er-kaa";"erottautua";"excel";"V"
"auterkaa";"aut-er-kaa";"erottautua";"isolate oneself";"V"
"auterli";"aut-er-li";"omituisesti";"oddly";"D"
"auterli";"aut-er-li";"omituisesti";"peculiarly";"D"
"auterli";"aut-er-li";"omituisesti";"strangely";"D"
"auterliite";"aut-er-lii-te";"erilaistuminen";"differentiation";"S"
"autermuute";"aut-er-muu-te";"muuttuminen";"changing";"S"
"autermuuva";"aut-er-muu-va";"muuttuva";"changing";"A"
"autertuamiahjo";"aut-er-tua-mi-ah-jo";"hyypiö";"geezer";"S"
"autertuu";"aut-er-tuu";"dissosioitua";"dissociate";"V"
"auterva";"aut-er-va";"omaperäinen";"idiosyncratic";"A"
"auterva";"aut-er-va";"omaperäinen";"original";"A"
"auterva";"aut-er-va";"omituinen";"fey";"A"
"auterva";"aut-er-va";"omituinen";"freakish";"A"
"auterva";"aut-er-va";"omituinen";"offbeat";"A"
"auterva";"aut-er-va";"omituinen";"outlandish";"A"
"auterva";"aut-er-va";"omituinen";"peculiar";"A"
"auterva";"aut-er-va";"omituinen";"queer";"A"
"auterva";"aut-er-va";"omituinen";"quirky";"A"
"auterva";"aut-er-va";"omituinen";"strange";"A"
"auterva";"aut-er-va";"omituinen";"weird";"A"
"autervao";"aut-er-va-o";"omaperäisyys";"idiosyncrasy";"S"
"autervao";"aut-er-va-o";"omaperäisyys";"originality";"S"
"autervao";"aut-er-va-o";"omituisuus";"capriciousness";"S"
"autervao";"aut-er-va-o";"omituisuus";"kink";"S"
"autervao";"aut-er-va-o";"omituisuus";"oddness";"S"
"autervao";"aut-er-va-o";"omituisuus";"queerness";"S"
"autervao";"aut-er-va-o";"omituisuus";"strangeness";"S"
"autervaova";"aut-er-va-o-va";"omalaatuinen";"distinctive";"A"
"autervokaa";"aut-er-vo-kaa";"erottua";"act different";"V"
"autervokaa";"aut-er-vo-kaa";"erottua";"be different";"V"
"autervokaa";"aut-er-vo-kaa";"erottua";"be discernable";"V"
"autervokaa";"aut-er-vo-kaa";"erottua";"be discerned";"V"
"autervokaa";"aut-er-vo-kaa";"erottua";"be distinguishable";"V"
"autervokaa";"aut-er-vo-kaa";"erottua";"be distinguished";"V"
"autervokaa";"aut-er-vo-kaa";"erottua";"feel different";"V"
"autervokaa";"aut-er-vo-kaa";"erottua";"surpass";"V"
"autervokaa ut sio";"aut-er-vo-kaa ut si-o";"erottua joukosta";"stand out";"V"
"autervokaava";"aut-er-vo-kaa-va";"erottuva";"distinct";"A"
"autfainkaa";"aut-fain-kaa";"ihastua";"become fond of";"V"
"autfainkaa";"aut-fain-kaa";"ihastua";"become infatuated with";"V"
"autfainkaa";"aut-fain-kaa";"ihastua";"take a fancy to";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"beguiled";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"captivated";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"charmed";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"enamored";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"enthralled";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"entranced";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"fancied";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"fond";"V"
"autfainkaaen";"aut-fain-kaa-en";"ihastunut";"ravished";"V"
"autfainkao";"aut-fain-ka-o";"ihastus";"infatuation";"S"
"autfarpiir";"aut-far-piir";"etääntyä";"drift away";"V"
"autfarpiir";"aut-far-piir";"etääntyä";"recede";"V"
"autfarpiirte";"aut-far-piir-te";"etääntyminen";"receding";"S"
"autfikaal";"aut-fi-kaal";"vilustua";"catch a chill";"V"
"autfikaal";"aut-fi-kaal";"vilustua";"catch a cold";"V"
"autfikaal";"aut-fi-kaal";"vilustua";"catch cold";"V"
"autfikaal";"aut-fi-kaal";"vilustua";"take cold";"V"
"autfio";"aut-fi-o";"ego";"ego";"S"
"autforaaf erur";"aut-for-aaf er-ur";"hankkiutua eroon";"get rid";"V"
"autforsoop";"aut-for-soop";"soveltua";"accommodate";"V"
"autforsoop";"aut-for-soop";"soveltua";"be suitable";"V"
"autforsoop";"aut-for-soop";"soveltua";"fit";"V"
"autforsoop";"aut-for-soop";"soveltua";"suit";"V"
"autfouu";"aut-fouu";"taittua";"be refracted";"V"
"autfouu";"aut-fouu";"taittua";"fold";"V"
"autfouu";"aut-fouu";"taittua";"fold up";"V"
"autfouu";"aut-fouu";"taittua";"reflect";"V"
"autfouuva";"aut-fouu-va";"taittuva";"foldable";"A"
"autfouuva";"aut-fouu-va";"taittuva";"folding";"A"
"autfouuva";"aut-fouu-va";"taittuva";"refractive";"A"
"autfraii";"aut-fraii";"paistua";"fry";"V"
"autfriuur";"aut-fri-uur";"vapautua";"be freed";"V"
"autfriuur";"aut-fri-uur";"vapautua";"be released";"V"
"autfriuurte";"aut-fri-uur-te";"vapautuminen";"emancipation";"S"
"autfriuurte";"aut-fri-uur-te";"vapautuminen";"liberation";"S"
"autfriuurte";"aut-fri-uur-te";"vapautuminen";"release";"S"
"autfuul";"aut-fuul";"täyttyä";"be fulfilled";"V"
"autfuul";"aut-fuul";"täyttyä";"fill";"V"
"autfuul";"aut-fuul";"täyttyä";"fill up";"V"
"autfuulte";"aut-fuul-te";"täyttymys";"consummation";"S"
"autfuulte";"aut-fuul-te";"täyttymys";"fulfillment";"S"
"autfätmoo";"aut-fät-moo";"rasvoittua";"get fat";"V"
"autfätmoo";"aut-fät-moo";"rasvoittua";"get greasy";"V"
"autfäviseem";"aut-fä-vi-seem";"prostituoitua";"prostitute";"V"
"autgliuu";"aut-gli-uu";"luisua";"sideslip";"V"
"autgliuu";"aut-gli-uu";"luisua";"slide";"V"
"autgliuu";"aut-gli-uu";"luisua";"slip";"V"
"autgnoo";"aut-gnoo";"ratketa";"be resolved";"V"
"autgnopiiren";"aut-gno-piir-en";"helpottunut";"facilitated";"V"
"autgnopiiren";"aut-gno-piir-en";"helpottunut";"relieved";"V"
"autgöpöli";"aut-gö-pö-li";"autoritäärisesti";"authoritarian";"D"
"autgöpöva";"aut-gö-pö-va";"autoritaarinen";"authoritarian";"A"
"autgöpöva";"aut-gö-pö-va";"autoritäärinen";"authoritarian";"A"
"autgöpövao";"aut-gö-pö-va-o";"autoritaarisuus";"authoritarianism";"S"
"autgöroo";"aut-gö-roo";"hyötyä";"avail";"V"
"autgöroo";"aut-gö-roo";"hyötyä";"benefit";"V"
"autgöroo";"aut-gö-roo";"hyötyä";"profit";"V"
"authaar";"aut-haar";"haarautua";"branch";"V"
"authaar";"aut-haar";"haarautua";"branch off";"V"
"authaar";"aut-haar";"haarautua";"branch out";"V"
"authaar";"aut-haar";"haarautua";"divide";"V"
"authaarte";"aut-haar-te";"haarautuminen";"branching";"S"
"authaarte";"aut-haar-te";"haarautuminen";"ramification";"S"
"authafoor";"aut-ha-foor";"pätevöityä";"qualify";"V"
"authagöah";"aut-ha-gö-ah";"itsesääli";"self-pity";"S"
"authahehee";"aut-ha-he-hee";"hymyillä omahyväisesti";"smirk";"V"
"authahfikaam";"aut-hah-fi-kaam";"paatua";"harden";"V"
"authali";"aut-ha-li";"omahyväisesti";"smugly";"D"
"authalyllelvaa";"aut-ha-lyl-lel-vaa";"ryhdistyä";"get a hold of oneself";"V"
"authalyllelvaa";"aut-ha-lyl-lel-vaa";"ryhdistyä";"put oneself up";"V"
"authamii";"aut-ha-mii";"mielistyä";"be pleased";"V"
"authamii";"aut-ha-mii";"mielistyä";"take a liking";"V"
"authamio";"aut-ha-mi-o";"mieltymys";"affection";"S"
"authamio";"aut-ha-mi-o";"mieltymys";"penchant";"S"
"authamio";"aut-ha-mi-o";"mieltymys";"predilection";"S"
"authamio";"aut-ha-mi-o";"mieltymys";"preference";"S"
"authammoupurtuu";"aut-ham-moup-ur-tuu";"röyhtäyttää";"belch";"V"
"authanidriva";"aut-ha-nid-ri-va";"itseriittoinen";"consequential";"A"
"authanidriva";"aut-ha-nid-ri-va";"itseriittoinen";"smug";"A"
"authanidrivao";"aut-ha-nid-ri-va-o";"itseriittoisuus";"self-sufficiency";"S"
"authapiir";"aut-ha-piir";"parantua";"get better";"V"
"authapiirejva";"aut-ha-piir-ej-va";"parantumaton";"incorrigible";"A"
"authapiiren";"aut-ha-piir-en";"parantunut";"enhanced";"V"
"authapiiren";"aut-ha-piir-en";"parantunut";"improved";"V"
"authapiirte";"aut-ha-piir-te";"parantuminen";"improvement";"S"
"authapmuute";"aut-hap-muu-te";"happamoituminen";"acidification";"S"
"authar";"aut-har";"haarauma";"branch";"S"
"authar";"aut-har";"haarautuma";"ramification";"S"
"autharitspiir";"aut-ha-rits-piir";"vaurastua";"prosper";"V"
"authastaa";"aut-ha-staa";"kunnostautua";"excel";"V"
"authataiip";"aut-ha-taiip";"notkistua";"get more flexible";"V"
"authatuaah";"aut-ha-tu-aah";"pettyä";"be deceived";"V"
"authatuaah";"aut-ha-tu-aah";"pettyä";"be disappointed";"V"
"authatuah";"aut-ha-tu-ah";"antikliimaksi";"anticlimax";"S"
"authatuah";"aut-ha-tu-ah";"itsepetos";"self deception";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"anticlimax";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"comedown";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"dashing hopes";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"disappointing";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"disappointment";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"disenchantment";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"disillusion";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"disillusionment";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"displeasure";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"frustration";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"letdown";"S"
"authatuah";"aut-ha-tu-ah";"pettymys";"sell";"S"
"authava";"aut-ha-va";"omahyväinen";"complacent";"A"
"authava";"aut-ha-va";"omahyväinen";"conceited";"A"
"authava";"aut-ha-va";"omahyväinen";"priggish";"A"
"authava";"aut-ha-va";"omahyväinen";"self-indulgent";"A"
"authava";"aut-ha-va";"omahyväinen";"self-righteous";"A"
"authava";"aut-ha-va";"omahyväinen";"smug";"A"
"authavao";"aut-ha-va-o";"omahyväisyys";"complacency";"S"
"authavao";"aut-ha-va-o";"omahyväisyys";"conceit";"S"
"authavao";"aut-ha-va-o";"omahyväisyys";"self-righteousness";"S"
"authavao";"aut-ha-va-o";"omahyväisyys";"smugness";"S"
"authavostaa";"aut-ha-vo-staa";"kuntoutua";"get into shape";"V"
"authavostaa";"aut-ha-vo-staa";"kuntoutua";"rehabilitate";"V"
"autheii";"aut-heii";"heittäytyä";"fall at";"V"
"autheii";"aut-heii";"heittäytyä";"fling yourself";"V"
"autheii";"aut-heii";"heittäytyä";"get caught up in";"V"
"autheii";"aut-heii";"heittäytyä";"throw yourself";"V"
"autheutäär";"aut-heu-täär";"hytkyä";"shake";"V"
"authevtuu";"aut-hev-tuu";"raahautua";"schlep";"V"
"authidoo";"aut-hid-oo";"piiloutua";"hide oneself";"V"
"authidooen";"aut-hid-oo-en";"piiloutunut";"hid";"V"
"authiee";"aut-hiee";"hioutua";"grind";"V"
"authiid";"aut-hiid";"kätkeytyä";"hide oneself";"V"
"authiir";"aut-hiir";"kauhistua";"appall";"V"
"authiir";"aut-hiir";"kauhistua";"be frightened";"V"
"authiir";"aut-hiir";"kauhistua";"horrify";"V"
"authiiren";"aut-hiir-en";"kauhistuneena";"horrified";"V"
"authiiren";"aut-hiir-en";"kauhistunut";"aghast";"V"
"authiiren";"aut-hiir-en";"kauhistunut";"horrified";"V"
"authiiren";"aut-hiir-en";"kauhistunut";"terrified";"V"
"authirpöide";"aut-hir-pö-ide";"despotismi";"despotism";"S"
"authirpöjo";"aut-hir-pö-jo";"despootti";"despot";"S"
"authirpöva";"aut-hir-pö-va";"despoottinen";"despotic";"A"
"authokauu";"aut-ho-kauu";"hahmottua";"take shape";"V"
