Vosa	VosaParts	Finsi	Engsi
sysasef	sy-sa-sef	syytesuoja	prosecution protection
nisef	ni-sef	tuppi	sheath
ylvoltrisef	yl-volt-ri-sef	ylijännitesuoja	overvoltage protection
molvamsef	mol-vam-sef	lokasuoja	fender
evhoomsef	ev-hoom-sef	maski	mask
pesiosef	pe-si-o-sef	laumasuoja	herd protection
vaksmosef	vaks-mo-sef	rokotesuoja	vaccine protection
ämhynnosef	äm-hy-n-no-sef	tamponi	tampon
kirsef	kir-sef	kansio	binder; folder
emikjätsef	em-ik-jät-sef	vaippa	nappy; diaper
emvemikjätsef	em-vem-ik-jät-sef	vauvan vaippa	nappy; baby diaper
housef	ho-u-sef	tuulensuoja; tuulisuoja	lee; wind shield; windbreak
viksähtusef	vik-säh-tu-sef	vikavirtasuoja	fault current protection
kaevsef	ka-ev-sef	luomi	eyelid
päsef	pä-sef	kypärä	helmet
pavetappäsef	pa-ve-tap-pä-sef	sormustin	thimble
pavenösef	pa-ve-nö-sef	hansikas; hanska	glove
moHf	mo-Hf	hafnium	hafnium
if	if	jos	if; provided that; whether
-if	-if	konditionaali	would
faaif	faa-if	antaisi	would give
aj ofraaif	aj of-raa-if	haluaisin	I would like to
hä ofraaif	hä of-raa-if	haluaisi	would want to
saaif	saa-if	sanoisi	would say
teeif	tee-if	tekisi	would do
liif	liif	lehtiä	leaf
tiif	tiif	tilata	order; subscribe
meejif	meej-if	saattaisi; voisi	might
lif	lif	lehti	leaf
lif-	lif	fooli-	foil; folic
seflif	sef-lif	suojuslehti	bract
figlif	fig-lif	viikunanlehti	fig leaf; figleaf
silif	si-lif	lehvistö	foliage
jursilif	jur-si-lif	naatti	top
laureplif	laur-ep-lif	laakerinlehti	bay leaf
pulif	pu-lif	puunlehti	tree leaf
kukkälif	kuk-kä-lif	terälehti	petal
nölif	nö-lif	silmu	bud
ooif	oo-if	olisi	would be
oo li ooif	oo li oo-if	olla olevinaan	put on airs; pretend; make as if; feign
ajsi ooif	aj-si oo-if	olisimme	we would be
aj ooif	aj oo-if	olisin	I would be
vooif	voo-if	voisi	would; could
aj vooif	aj voo-if	voisin	I could
riipif	riip-if	vähentäisi	would reduce
rif	rif	riutta	reef
laraurif	la-rau-rif	atolli	atoll
sif	sif	lintu	avian; bird; fowl
hemoemfasif	hemo-em-fa-sif	pelikaani	pelican
kiasif	kia-sif	kurki	crane
hidobkasif	hid-ob-ka-sif	tiira	tern
litesasif	li-te-sa-sif	papukaija	parrot
hösasif	hö-sa-sif	laululintu	warbler
redkäbsif	red-käb-sif	punarinta	robin
eidsif	eid-sif	haahka	eider
pupikvesif	pu-pik-ve-sif	tikka	woodpecker
teafsif	te-af-sif	petolintu	bird of prey
fisafsif	fis-af-sif	kalasääski	osprey
mipoagsif	mi-po-ag-sif	houkutuslintu	decoy
igsif	ig-sif	kotka	eagle
fovamigsif	fo-vam-ig-sif	merikotka	ern
korpigsif	korp-ig-sif	kondori; korppikotka	condor; vulture
hamingsif	haming-sif	kolibri	hummingbird
pingsif	ping-sif	pingviini	penguin
vahsif	vah-sif	tilhi	waxwing
närhsif	närh-sif	närhi	jay
daksif	dak-sif	sorsa; ankka	wild duck; drake; duck
mävilddaksif	mä-vild-dak-sif	urossorsa	drake
hepdaksif	hep-dak-sif	heinäsorsa	mallard
ipdaksif	ip-dak-sif	ankanpoikanen	duckling
bludaksif	blu-dak-sif	sinisorsa	mallard
mädaksif	mä-dak-sif	urosankka	male duck
haraksif	ha-rak-sif	harakka	magpie
kraksif	krak-sif	varis	crow
uiksif	uik-sif	uikku	grebe
kuiksif	ku-ik-sif	kuikka	loon; diver; black-throated diver
telksif	telk-sif	telkkä	goldeneye
loksif	lok-sif	lokki	gull; seagull; sea-gull
fovamloksif	fo-vam-lok-sif	merilokki	seagull; sea gull
larksif	lark-sif	kiuru; leivo; leivonen	lark; skylark
jelsirksif	jel-sirk-sif	keltasirkku	bunting
storksif	stork-sif	haikara	stork
yltalstorksif	yl-tal-stork-sif	kattohaikara	stork
vittivstorksif	vit-tiv-stork-sif	harmaahaikara	heron
päsksif	päsk-sif	pääskynen; pääsky	swallow
yltoldimpäsksif	yl-tol-dim-päsk-sif	räystäspääsky	martin
harpäsksif	har-päsk-sif	haarapääsky	barn swallow
hauksif	hauk-sif	haukka	falcon; hawk
merlinhauksif	mer-lin-hauk-sif	ampuhaukka	merlin
erlotuohauksif	er-lo-tuo-hauk-sif	muuttohaukka	peregrine
pulpeaphauksif	pul-pe-ap-hauk-sif	metsästyshaukka	falcon
maushauksif	maus-hauk-sif	hiirihaukka	buzzard
raikräksif	rai-kräk-sif	ruisrääkkä	corncrake
töksif	tök-sif	kalkkuna	turkey
ustolsif	us-tol-sif	naakka	daw; jackdaw
oulsif	oul-sif	pöllö	owl
lifpulsif	lif-pul-sif	lehtokurppa	woodcock
molvamsif	mol-vam-sif	liejukana	moorhen
pulmsif	pulm-sif	pulmunen	snow bunting
klinva li pulmsif	klin-va li pulm-sif	puhdas kuin pulmunen	pure as a driven snow; pure as the driving snow
böntomsif	bön-tom-sif	nokikana	coot
hansif	han-sif	hanhi	goose
fasansif	fasan-sif	fasaani	pheasant
svänsif	svän-sif	joutsen	swan
ämsvänsif	äm-svän-sif	naaras joutsen; naarasjoutsen	female swan
sirosif	si-ro-sif	siipikarja	fowl
albatrosif	albatro-sif	albatrossi	albatross
sadapsif	sad-ap-sif	sieppo	flycatcher
ipsif	ip-sif	linnunpoika; linnunpoika pesässä; poikanen; untuvikko	baby bird; baby bird in the nest; chick; fledgling; nestling
varpsif	varp-sif	varpunen	sparrow
jelvarpsif	jel-varp-sif	kuhankeittäjä	oriole
korpsif	korp-sif	kaarne; korppi	raven
kurpsif	kurp-sif	kurppa	sandpiper
hupsif	hup-sif	harjalintu	hoopoe
kotarsif	kotar-sif	kottarainen	starling
hirsif	hir-sif	hirtehinen	gallows-bird
cesvossif	ce-s-vos-sif	satakieli	nightingale
tivmetsif	tiv-met-sif	teeri	black grouse
titsif	tit-sif	tiainen	tit
fintsif	fint-sif	peippo	finch
tintsif	tint-sif	talitintti; talitiainen	great tit
kotsif	kot-sif	kana	hen
villeikotsif	vil-lei-kot-sif	peltopyy	partridge
pulkotsif	pul-kot-sif	metso	capercaillie; capercailzie; wood grouse
ämpulkotsif	äm-pul-kot-sif	koppelo	hen capercaillie
fovamkotsif	fo-vam-kot-sif	merimetso	cormorant
ipkotsif	ip-kot-sif	kananpoika; tipu	chick; chicken; biddy
emipkotsif	em-ip-kot-sif	broileri	broiler
vampupkotsif	vam-pup-kot-sif	riekko	white grouse; willow grouse
nukotsif	nu-kot-sif	nuori kana; nuorikko	bride; chicken; pullet
herkäkotsif	her-kä-kot-sif	riikinkukko	peacock
mäkotsif	mä-kot-sif	kukko	cock; rooster
allokirto mäkotsif	al-lo-kir-to mä-kot-sif	aapiskukko; ABC-kirjan kukko	ABC-book rooster
rastsif	rast-sif	rastas	fieldfare; thrush
hösarastsif	hö-sa-ra-st-sif	laulurastas	song thrush
tivrastsif	tiv-rast-sif	mustarastas	blackbird
yllogoutsif	yl-lo-gout-sif	taivaanvuohi	snipe
strutsif	strut-sif	strutsi	ostrich
eönjätsif	e-ön-jät-sif	haaskalintu	vulture
kukuusif	ku-kuu-sif	käki	cuckoo
tavsif	tav-sif	tavi	teal
dovsif	dov-sif	pulu; kyyhkynen; kyyhky	dove; dovey; pigeon
kuovsif	kuov-sif	kuovi	curlew
pikuovsif	pi-kuov-sif	isokuovi	curlew
pysif	py-sif	pyy	hazel hen
viiriäsif	viiriä-sif	viiriäinen	quail
öösif	öös-if	unohtaisi	would forget
tif	tif	tilaus	order; subscription
ennatif	en-na-tif	ennakkotilaus	preorder
piitif	piit-if	pitäisi	ought; should
uutif	uut-if	tulisi	would come
ajsi uutif	aj-si uu-tif	tulisimme	we would come
pirtuutif	pir-tuu-tif	kestotilaus	standing order
ajsi rotuuif	aj-si ro-tuu-if	matkustaisimme	we would travel
plee golf	plee golf	pelata golfia	golf; play golf
of	of	omistusliite; omistusprepositio	possessive preposition; possessive suffix; of
-of	of	genetiivin pääte; omistusliite	genitive ending; 's
jaof	ja-of	sinun	thine; thy; your; yours
maof	ma-of	isän	paternal; dad's; father's
kiof	ki-of	jokaisen	everyone's
jasiof	ja-si-of	teidän	your
tuasiof	tua-si-of	muiden	others
ajsiof	aj-si-of	meidän	our; ours
mamsiof	mam-si-of	vanhempien	parental
ämsiof	äm-si-of	naisten	ladies'; of women
kojosi-of	ko-jo-si-of	joiden	whose
kosiof	ko-si-of	joiden	whose
itsiof	it-si-of	niiden	their; theirs
häsiof	hä-si-of	heidän	their; theirs
mäsiof	mä-si-of	miesten	men's
täsiof	tä-si-of	näiden	of these
viof	vi-of	yhteis-	common; aggregate; collective
ajof	aj-of	minun	mine; my
moF	mo-F	fluori	fluorine
amof	am-of	äidin	mother's; maternal
ämof	äm-of	naisen	woman's
tanof	tan-of	päivän	day's; today's
oof	oof	omata; on; olla jollakin	has; have
ja oof	ja oof	sinulla on	you have
si oof	si oof	monilla on	many have
jasi oof	ja-si oof	teillä on	you have
tuasi oof	tua-si oof	muilla on	others have
ajsi oof	aj-si oof	meillä on	we have
kosi oof	ko-si oof	joilla on	who has
täsi oof	tä-si oof	näillä on	these have
vi oof	vi oof	meillä on	at our house is
aj oof	aj oof	minulla on	I have; I have got
ej oof	ej oof	ei ole; ei olla jotakin	have not
hä oof	hä oof	hänellä on	he has; she has
kioof	ki-oof	kattaa	encompass; span
kojo-of	ko-jo-of	jonka; kenen	whose
öjo-of	ö-jo-of	jonkun	someone's; somebody's
ko-of	ko-of	minkä	which one's
inoof	in-oof	sisältää	comprise; consist; contain; include; incorporate; involve
autinoof	aut-in-oof	sisältyä	be contained; be included
teisoof	te-is-oof	yksityistää	privatise; privatize
ritsoof	rits-oof	olla varaa	afford; can afford
NATO-of	NA-TO-of	Naton	Nato's
retoof	ret-oof	potea	be sick with
tuoof	tu-oof	kuulua	appertain; belong; belong to
situoof	si-tu-oof	lukeutua	be among; be one of; be read
itof	it-of	sen	its
autof	aut-of	itsensä	one's
häof	hä-of	hänen	her; his; hers
mäof	mä-of	miehen	man's
luuf	luuf	tyhjentää	deplete; drain; empty; evacuate; deflate
eluuf	e-luuf	autioittaa	depopulate; desolate
kasluuf	kas-luuf	evakuoida	evacuate
autluuf	aut-luuf	tyhjentyä	depopulate; drain; empty
sähresvo autluuf	säh-res-vo aut-luuf	akku tyhjentyy	battery drains
fäf	fäf	kauppa	business; commerce; deal; trade; transact
ermupafäf	er-mu-pa-fäf	vaihtokauppa	exchange trade; barter
frifäf	fri-fäf	vapaakauppa	free trade
iprifäf	ip-ri-fäf	vähittäiskauppa	retail; retail store; retailing
nidejfäf	nid-ej-fäf	humpuuki	eyewash
pioikfäf	pi-o-ik-fäf	tukkukauppa	wholesale
roikfäf	ro-ik-fäf	pörssi	stock exchange; stock market
ropaprroikfäf	ro-papr-ro-ik-fäf	arvopaperipörssi	stock exchange
tivroikfäf	tiv-ro-ik-fäf	mustapörssi	black market
nihylfäf	ni-hy-l-fäf	ulkomaankauppa	foreign trade
mämfäf	mäm-fäf	ihmiskauppa	human trafficking
lonfäf	lon-fäf	vuokraus	letting; rental; hire; renting
ouptaunlofäf	oup-taun-lo-fäf	torikauppa	outdoor market trade
päräjmofäf	pä-räj-mo-fäf	huumekauppa	drug traffic
pirfäf	pir-fäf	kylkiäinen	giveaway
s-fäf	s-fäf	sähköinen kaupankäynti; sähköinen markkinointi	e-commerce; e-marketing
säfäf	sä-fäf	huutokauppa	auction; auctioning
öfäf	ö-fäf	lunastus	redemption
intuäf	in-tu-äf	sisäänosto	buy-in
ääf	ääf	ostaa	buy; purchase
aj ääf	aj ääf	ostan	I buy
fääf	fääf	käydä kauppaa	trade
ermupafääf	er-mu-pa-fääf	käydä vaihtokauppaa	barter
tefääf	te-fääf	kaupallistaa	commercialize; monetize
iprifääf	ip-ri-fääf	vähittäiskaupata	retail
lonfääf	lon-fääf	vuokrata	lease; rent; hire; engage
öfääf	ö-fääf	lunastaa	redeem
pitöfääf	pi-tö-fääf	pakkolunastaa	expropriate
siääf	si-ääf	shoppailla	do shopping; shop
tetääf	te-tääf	laihduttaa	slim down
auttääf	aut-tääf	laihtua	lose weight; slim
roiköf	ro-ik-öf	osake	share; stock
auttuöf	aut-tu-öf	antaumus	devotion; zest
ööf	ööf	omistaa; omata	has got; possess; have got; has; own
aj ööf	aj ööf	omistan	I own
liautööf	li-aut-ööf	omia	declare as one's property
tuööf	tu-ööf	omistaa	devote; dedicate
auttuööf	aut-tu-ööf	omistautua	dedicate; devote
aag	aag	tuoda	bring
aj aag	aj aag	minä tuon; tuon	I bring; I shall bring
uttuu aag	ut-tuu aag	käydä hakemassa	pick up
gaag	gaag	kuljettaa	conduct; convey; drive; freight; transport; carry
dahidgaag	da-hid-gaag	salakuljettaa	smuggle
pogaag	po-gaag	kantaa	bear; carry
nopgaag	nop-gaag	kiidättää	whisk
viaag	vi-aag	tuoda mukana; mukanaan tuoda	entail; bring along
tikaag	tik-aag	nykiä	jerk; tug; twitch
istikaag	is-tik-aag	nytkähtää	jerk
inaag	in-aag	tuoda	import
poaag	po-aag	vetää	drag; draw; haul; pull
vy poaag	vy po-aag	vetämällä	pulling
rapoaag	ra-po-aag	vetää puoleensa; tenhota	attract; charm
ahrapoaag	ah-ra-po-aag	vietellä	tempt; seduce
tesirapoaag	te-si-ra-po-aag	vikitellä	entice
ongpoaag	ong-po-aag	hilata; laahata	drag
mipoaag	mi-po-aag	houkutella	entice; tempt; lure; allure; decoy; attract; draw; coax
temipoaag	te-mi-po-aag	houkuttaa	lure; persuade; seduce; tempt; attract
pipoaag	pi-po-aag	kiskoa	drag; pull
sipoaag	si-po-aag	tempoa	be jerking; haul; pull; snatch; tug
vipoaag	vi-po-aag	temmata mukaansa	carry away
rekpoaag	rek-po-aag	riepottaa	drag
sirekpoaag	si-rek-po-aag	riepotella	pull about
urpoaag	ur-po-aag	nyhtää	pluck
ispoaag	is-po-aag	kiskaista; nykäistä; temmata	jerk; pull; snatch; tug; twitch; whisk; yank
autpoaag	aut-po-aag	vetäytyä	retreat; withdraw
lupoaag	lu-po-aag	hinata	drag; tow
silupoaag	si-lu-po-aag	retuuttaa	lug
hevpoaag	hev-po-aag	naarata; raahata	tote; lug; haul; drag
utaag	ut-aag	hakea; noutaa	fetch; retrieve
uut utaag	uut ut-aag	tulla hakemaan	come pick up; pick up
forfäaag	for-fä-aag	tuoda markkinoille	launch
tusiforfäaag	tu-si-for-fä-aag	lanseerata	launch
gag	gag	kuljetus	carriage; conveyance; haulage; transport; transportation
visopto for gag	vi-sop-to for gag	sopimus kuljetuksesta	contract for transportation
pogag	po-gag	kantamus	burden
inag	in-ag	tuonti	import; importation; imports
moAg	mo-Ag	hopea	silver
poag	po-ag	veto	stroke; traction; affinity; tug
rapoag	ra-po-ag	attraktio; lumo; tenho	glamour; glamor; fascination; attraction; enchantment
öbrapoag	öb-ra-po-ag	viehtymys	affinity; fascination
erapoag	e-ra-po-ag	vietti	instinct
visemrapoag	vi-sem-ra-po-ag	sukuvietti	libido
kvapoag	kva-po-ag	neliveto	four-wheel drive
edpoag	ed-po-ag	etuveto	front drive; front wheel drive
ongpoag	ong-po-ag	laahus	train
miahpoag	mi-ah-po-ag	kiusaus	temptation; enticement
mipoag	mi-po-ag	houkutus	decoy; enticement; temptation
fismipoag	fis-mi-po-ag	viehe	fly; lure
ylpoag	yl-po-ag	yliveto	superb
kerpoag	ker-po-ag	korjausvedos	proofing
ispoag	is-po-ag	nykäisy	jerk
lupoag	lu-po-ag	hinaus	tow; towage; towing
hevpoag	hev-po-ag	naara	drag
utag	ut-ag	nouto	fetch
eg	eg	muna	egg; ovule
eeg	eeg	munia	lay eggs
pareeg	pa-reeg	säännöllistää	regularize
pöreeg	pö-reeg	säännellä	regulate
kotsifeg	kot-sif-eg	kananmuna	egg; chicken egg
peg	peg	hyönteinen	insect
kikadpeg	ki-kad-peg	kaskas; laulukaskas	cicada
epeg	ep-eg	mukula	tuber
pitepeg	pi-te-peg	muurahainen	ant
lipitepeg	li-pi-te-peg	termiitti	termite
lifpeg	lif-peg	kirva	aphid; greenfly; plant louse
drägpeg	dräg-peg	korento; sudenkorento	dragonfly
mehpeg	meh-peg	mehiläinen	bee
pimehpeg	pi-meh-peg	kimalainen	bumblebee
torakpeg	torak-peg	torakka	cockroach
punkpeg	punk-peg	punkki; puutiainen	mite; tick
bitlpeg	bitl-peg	koppakuoriainen; kovakuoriainen	beetle
eempeg	eem-peg	syöpäläinen	vermin
laeppeg	la-ep-peg	kuoriainen	beetle
ippeg	ip-peg	kirppu	flea
sirpeg	sir-peg	kotisirkka	house cricket
hepsirpeg	hep-sir-peg	heinäsirkka	grasshopper; locust
kärpeg	kär-peg	kärpänen	fly
bönkärpeg	bön-kär-peg	tulikärpänen	firefly
bitkärpeg	bit-kär-peg	paarma	gadfly
vaspeg	vas-peg	ampiainen	wasp
pivaspeg	pi-vas-peg	herhiläinen	hornet
nukospeg	nuk-os-peg	lude; lutikka	bedbug; bug; bed bug
netpeg	net-peg	hämähäkki; lukki	daddy longlegs; harvestman; spider
sifnetpeg	sif-net-peg	lintuhämähäkki	tarantula
kertpeg	kert-peg	leppäkerttu	ladybug; ladybird
hytpeg	hyt-peg	hyttynen; itikka; sääski	midge; mosquito; gnat
mäkhytpeg	mäk-hyt-peg	mäkäräinen	black-fly
emikjätpeg	em-ik-jät-peg	sontiainen	dungbeetle
pihupeg	pi-hu-peg	perhonen	butterfly
natpihupeg	nat-pi-hu-peg	yöperhonen	moth
vathupeg	vat-hu-peg	koi; koiperhonen	moth
päpeg	pä-peg	täi	louse
lumouppäpeg	lu-moup-pä-peg	kärsäkäs	weevil
pöreg	pö-reg	säännös; sääntö	provision; statute; regulation; formula; code; rule
popavepöreg	po-pa-ve-pö-reg	nyrkkisääntö	rule of thumb
sipöreg	si-pö-reg	säännöstö	legislation
ierdotpöreg	ier-dot-pö-reg	pilkkusääntö	punctuation rule
söpöreg	sö-pö-reg	muistisääntö	mnemonic
fiseg	fis-eg	mätimuna	ova
sifiseg	si-fis-eg	mäti	roe
moHg	mo-Hg	elohopea	mercurial; mercury; quicksilver
alg	alg	levä	alga
redalg	red-alg	punalevä	red algae
fovamalg	fo-vam-alg	merilevä	seaweed
diatalg	diat-alg	piilevä	diatom
bägevalg	bäg-ev-alg	rakkolevä	kelp
moMg	mo-Mg	magnesium	magnesium
eng	eng	englannin kieli; englanti	English; English language
eng-	eng	anglo	Anglo-
riing	riing	rengastaa	circle; ring
ring	ring	rengas	tire; wheel; ring
luuf ring	luuf ring	tyhjentää rengas	deflate the tire
laomoo ring	la-o-moo ring	pinnoittaa rengas	retread the tire
edring	ed-ring	eturengas	front wheel
roraering	ro-rae-ring	helminauha	string; strand
hovyytering	ho-vyy-te-ring	pelastusrengas	lifebuoy
vrisvering	vris-ve-ring	ranneke; rannerengas	bangle; bracelet; wristband
tinleiring	tin-lei-ring	laippa	flange
niring	ni-ring	rengas	tyre
gliuyvpik of kalnoniring	gli-u-yv-pik of kal-no-ni-ring	talvirenkaan nasta	winter tire stud
viring	vi-ring	lenkki	link
siviring	si-vi-ring	ketju	chain; concatenation
fätoga siviring	fä-to-ga si-vi-ring	toimitusketju	supply chain
nekvesiviring	nek-ve-si-vi-ring	kaulaketju	necklace
fäfsiviring	fäf-si-vi-ring	kauppaketju; myymäläketju	multiple store; chain of stores
ikleisiviring	ik-lei-si-vi-ring	lohkoketju	blockchain
neksiviring	nek-si-vi-ring	käädyt	chains
posiviring	po-si-vi-ring	kettinki	chain
rolvosiviring	rol-vo-si-vi-ring	telaketju	catepillar band
häpsiviring	häp-si-vi-ring	tapahtumaketju	chain of events
nekring	nek-ring	panta	band
bunemring	bun-em-ring	rinkeli	bagel
fätsukbunemring	fät-suk-bun-em-ring	donitsi; munkkirinkeli	donut; donut pretzel; doughnut
knoteönring	knot-e-ön-ring	hirttosilmukka	noose
nirautoring	ni-rau-to-ring	ulkorengas	tire; tyre
tihrutoring	tih-ru-to-ring	tiivisterengas	sealing ring; washer
lukvoring	luk-vo-ring	avainrengas	keyring
paovoring	pa-o-vo-ring	hylsy	bushing; socket; bush ring
apring	ap-ring	raksi	loop; strap; tab
pavetapring	pa-ve-tap-ring	sormus	ring
knotring	knot-ring	silmukka	loop; eyelet
höevring	hö-ev-ring	korvarengas	earring
tuvöring	tu-vö-ring	autonrengas	car tire; tire
ong	ong	ongelma; probleema; pulma	difficulty; dilemma; issue; problem; puzzle; trouble
in ong	in ong	pinteessä	in a real fix
krossaong	kros-sa-ong	ristisanatehtävä	crossword puzzle
obong	ob-ong	riesa	annoyance; nuisance; trouble
siong	si-ong	kompleksi	complex
alkong	alk-ong	alkoholiongelma	alcohol problem
tesioong	te-si-oong	monimutkaistaa	complicate
raulo-ong	rau-lo-ong	ympäristöongelma	environmental problem
päong	pä-ong	päänvaiva	puzzle
ung	ung	unkarin kieli	hungarian
fung	fung	sieni	fungus; mushroom
moldfung	mold-fung	homesieni	mold fungus
molegfung	mol-eg-fung	kuukunen; maamuna	puffball
bolikfung	bol-ik-fung	tatti	boletus
molmofung	mol-mo-fung	tryffeli	truffle
käpfung	käp-fung	kääpä	polyporus
haprfung	hapr-fung	hapero	mess up; russula
kantfung	kant-fung	kantarelli; kanttarelli	chanterelle
milkhätfung	milk-hät-fung	rousku	milk cap
äng	äng	kulma	angle; corner
kaäng	ka-äng	näkökulma; perspektiivi	viewpoint; perspective; point of view; standpoint
kvaäng	kva-äng	nelikulmio; neliö	square; quadrangle
kakvaäng	ka-kva-äng	ruutu	diamond; square; rectangle; screen
sikakvaäng	si-ka-kva-äng	ruudukko	grid
redirsidkvaäng	re-dir-sid-kva-äng	suunnikas	parallelogram
reikvaäng	rei-kva-äng	suorakaide; suorakulmio	oblong; orthogon; rectangle
sikvaäng	si-kva-äng	taulukko	tabular; chart; table
risosikvaäng	ri-so-si-kva-äng	laskentataulukko	spreadsheet
katokvaäng	ka-to-kva-äng	kuvaruutu	screen
kauvkvaäng	kauv-kva-äng	ikkunaruutu	window pane
treäng	tre-äng	kolmio	triangle
avooteäng	a-voo-te-äng	aurauskulma	toe
mahtuveäng	mah-tu-ve-äng	nivus; nivuset	groin
altuveäng	al-tu-ve-äng	nilkka	ankle
reiäng	rei-äng	suorakulma	right angle
siäng	si-äng	monikulmio	polygon; polygonal
