VosaFrequency	Vosa	English	Finnish
2533	dekaaen	followed	seurannut
2535	autreeken	broken; fractured; shattered	murtunut; rikkoontunut; särkynyt
2535	ivrekli	broken; cut off	katki
2535	reeken	broken	risa
2535	rekli	not working; sundered; broken; asunder; non-functional	sökö; rikki
2535	rekliva	broken-down; split; broken	rikkinäinen; rikkonainen
2536	pipulmol	backwoods; hinterland; wilderness; wilds; woodland	salomaa; salo
2537	lirahejva	frank; guileless; honest; sincere; candid	vilpitön
2537	rilhareiva	frank	suora
2537	rilhava	frank; honest; sincere; above-board	rehellinen
2539	pirriipte	zoom; zooming	zoomaus
2540	hökaamte	blow	kolaus
2540	tehou	blowoff; blow	puhallus
2540	tehouu	blow; inflate; puff	puhaltaa
2541	iksip	battle; combat; fight; struggle	taistelu; taisto
2541	viögapte	confrontation; fight; encounter; clash; battle; conflict	yhteenotto
2542	elo-	residential	asuin-
2546	ippir	smaller	pienempi
2547	hylvisdalio	protocol	protokolla
2548	öbdaafte	inquiry; query; recon; reconnaissance; enquiry	tiedustelu
2549	heörkuut	clip; fleece; shear	keritä
2549	kutob	clip; clipping; escalope	leike
2549	siheörkaruvo	clip	hiussolki
2550	iköfvao	partnership	osakkuus
2550	vijovao	comradeship; fellowship; companionship; partnership	kumppanuus; toveruus
2553	rilusa	clause; expression	lauseke
2555	harocuvao	equity; fairness	reiluus
2555	obnidrivao	moderation; reasonableness; temperance; equity	kohtuullisuus; kohtuus
2556	siem	provisions; victuals	muona
2558	sähdirto	wire; conductor	johdin; piuha
2561	nuatjo	rural; rustic; provincial; peasant; hick; bucolic	maalainen
2562	na sevhyn	in July	heinäkuussa
2562	tusipaaen	shared; apportioned; dealt; dispensed	jaettu
2564	autsijfaate	replacement	korvautuminen
2564	sijfaate	replacement	korvaaminen
2564	sijfao	compensation; indemnification; indemnity; reimbursement; reparation; replacement; allowance	korvaus
2565	runauh	tape	teippi
2565	runauuh	tape	teipata
2566	oteliova	strategic	strateginen
2567	pöcuu	sentence; adjudge; condemn; decry; doom; judge	tuomita
2567	pöcuujo	referee; adjudicator; judge; judicial	tuomari; tuomarin
2568	nilköpagat	jank mail; spam	roskaposti
2569	hyjrosta	economics	kansantalous
2569	hyjrostadä	economics	kansantaloustiede
2569	rostadä	economics	taloustiede
2570	hapmo	drunkard; acid; boozer	happo
2570	hapva	acid; soured; sour; acidic	hapan; hapokas
2573	pit-	coercive; forced	pakko-
2573	popitva	forced; strained	väkinäinen
2573	tepiiten	impelled; coerced; forced	pakotettu
2575	iksiip	struggle; combat; fight	taistella
2575	ipsiip	brawl; fight	tapella
2575	ipsip	fight; scrimmage; showdown; spat; tiff; tussle; wrangle; bickering	tappelu
2575	sipoos	quarrel; wrangle; spat; clash; argue; barney; fight	riidellä; kinata; kinastella
2575	ögtraa	fight	otella
2577	ylvaori	height	korkeus
2578	lufmark	null; space character	tyhjämerkki
2579	nul	nil; zero; nought	nolla
2579	nuul	reset; set to zero; zero	nollata
2580	pirhövö	speaker; speaker unit	kaiutin
2580	sasaajo	talker; speaker; rhetorician; orator; public speaker	puhuja
2580	sasajo	speaker	puhemies
2581	unturpaaen	archived; filed	arkistoitu
2583	Hollo	Netherlands; Holland	Hollanti; Alankomaat
2586	vilisaate	consultancy; consulting	konsultointi
2587	niga	export	vienti
2587	tepoys	invigoration; recreation; recreational; refreshment	virkistys; virkistys-
2589	kasoojo	projector; planner; deviser; designer	suunnittelija
2589	kauujo	designer; formatter; shaper; styler	muotoilija
2590	jää le jääri	remain	jäädä jäljelle
2590	lienoo	be preserved; endure; remain	säilyä
2591	pötee-en	controlled; managed	hallittu
2592	eej	forbid; repudiate; renounce; interdict; negate; disavow; prohibit; disallow; deny; contravene; ban; disown	kieltää; kiistää
2593	ejsaaken	abortive; failed; unsuccessful	epäonnistunut
2594	bajvio	marriage	avio
2594	bajvipö	marriage; matrimony; wedlock	avioliitto
2594	tebajvipööte	marriage	avioliittoon vihkiminen
2595	bolem	roll	sämpylä
2595	hevrool	roll	jyrätä
2595	larauu	roll	vieriä
2595	lyraupaa	roll; unroll	vyöryttää
2595	metkaumuu	roll	valssata
2595	parool	roll	kierittää
2595	raupaem	roll	kääryle
2595	rauu	gyrate; spin; rotate; revolve; be spinning; roll	pyöriä
2595	rol	reel; roll; roller; scroll	rulla
2595	rolvo	platen; roll	tela
2595	rolvoo	roll	telata
2595	siterauu	twiddle; roll; swirl	pyöritellä; tupruttaa
2595	telarauu	roll; scroll	vierittää
2595	terauu	roll; rotate; spin; twiddle; twirl	pyörittää
2596	Korealo	Korea	Korea
2600	dahid	secret; unlicensed	sala; sala-
2600	dahidva	hid; undercover; sneaky; hidden; clandestine; secret	salainen
2600	dahidvao	secret	salaisuus
2600	gesob	enigma; riddle; secret; mystery; complication; brain-teaser; puzzle; conundrum	arvoitus
2601	bat	bath	kylpy
2601	batves	vat; bath; bathtub; tank; tub	kylpyamme; amme
2601	lakvamvo	bath; poultice	haude
2601	tebaat	bath	kylvettää
2605	alnulob	negative	negatiivi
2605	alnulva	negative	negatiivinen
2605	ejva	negative	kielteinen
2605	ögrova	counter-productive; damaging; detrimental; harmful; negative; noxious; adverse	haitallinen
2610	jossi	springs	jouset
2614	tuöntee	carryout; execute; carry out; accomplish; perform	suorittaa
2615	forterli	healthily; healthy	terveellisesti; terveesti
2615	forterva	healthful; healthy	terveellinen
2616	vosmuo	translation	käännös
2616	vosmuute	translation; interpretation; interpreting	tulkkaus
2618	kirkakau	font	fontti
2620	retkas	injury; trauma; wound; hurt; harm; handicap; impairment	vamma
2620	tuuten	travelled; walked; traveled	kulki; kulkivat
2623	pösiojovao	ministry	ministeriys
2623	pösiolö	ministry	ministeriö
2623	syyen	inflicted; occasioned; induced; incurred; caused	aiheutettu; aiheuttanut; aiheutti; aiheutuneet
2626	siösi	figures	luvut
2627	bajvi	married; wedded	naimisissa
2627	bajviien	married	nainut
2627	bajvipöli	married	avioliitossa
2629	bajvikoote	wooing; courting; courtship; proposal	kosinta
2629	usserhäp	ritual; rite	rituaali; riitti
2630	vioteete	communion; sharing	kanssakäyminen
2631	feösa	fairy tale; story for children; fairytale; fable; fictional story	satu
2632	ylnetsisid	portal	portaali
2633	obnoova	waiting; expectant	odottava
2634	nöetan	birthday	syntymäpäivä
2635	beta	beta	beeta
2635	taunyljo	mayor	kaupunginjohtaja; pormestari
2636	autviik	be damaged; fail	vikaantua; vioittua
2636	ejsaak	fail; miscarry	epäonnistua
2636	tusajo	legate; messenger; envoy; emissary; orderly	lähetti; lähettiläs; sanansaattaja
2637	ejrovrili	for free; free of charge; gratis	ilmaiseksi
2637	kova	what kind of	millainen
2638	pävysotöjo	Executive Secretary; Secretary-General	pääsihteeri
2638	rovlöote	banking	pankkitoiminta
2641	öös	forget; overlook	unohtaa; unhottaa
2642	rostali	economically; financially	taloudellisesti
2643	leppoli	mildly; slighty; slightly	lievästi; miedosti
2644	ipvyy	assist	avustaa
2647	alvatsi	lingerie; underclothes; underclothing; undergarments; underwear; undies	alusvaatteet
2649	pösote	lawmaking; law-making; legislating; legislation	lainlaadinta; lainsäädäntä; lainsäädäntö
2649	sipöreg	legislation	säännöstö
2650	tukootö	vocation; calling	kutsumus
2652	jatsrohö	jazz	jatsi; jazz
2653	emfaate	serving	tarjoilu
2653	emfaava	serving	tarjoileva
2656	kosy ej	why not	miksei
2664	autvaat	dress; dress oneself; get dressed; put clothes on; put on clothes; wear	pukeutua
2664	lapaoo	wear; wear on	pitää päällä
2665	juspaavosi	controls	säätimet
2666	autreekte	breakage; breaking	rikkoutuminen
2666	reekte	breach; breaking	rikkominen; rikkomus
2667	vipaaen	merged; amalgamated; pooled; unified; connected; combined; incorporated; compounded	yhdistetty
2668	laultst	ultimate	perimmäinen
2668	ultva	extreme; furthest; outmost; ultimate; utmost; uttermost	äärimmäinen
2669	tu tre	to three	kolmeen
2670	sieedliva	representative	edustuksellinen
2670	sieedva	stately; formal; representational; representative	edustava
2670	teeif	would do	tekisi
2671	tihnavao	commonness; frequency; generality; prevalence	yleisyys
2671	tihri	frequency; incidence	esiintymistiheys; frekvenssi; taajuus; tiheys
2672	teoaapen	introduced	otettu käyttöön
2673	aljänriva	underage; under age; juvenile; minor	alaikäinen
2673	sorhökau	minor	molli
2674	tuöngaa	finish	viedä loppuun
2677	dahonva	illustrious; renowned; noted; famed; celebrated; famous	maineikas; kuuluisa
2677	obtaarken	noted	huomioitu
2680	autriipen	lessened; reduced; decreased; abated; diminished	vähentynyt
2680	ippiiren	reduced	pienennetty
2680	oiipen	curtailed; reduced	supistettu
2680	riipen	reduced; subtracted	vähennetty
2680	viinjo	victor; winner	voittaja
2681	fysda	physic; physics; physique	fysiikka
2682	hitnava	infrequent; rare; rarefied; scarce; uncommon; unusual; unwonted; exceptional	harvinainen
2682	hitsiöva	rare	harvalukuinen
2683	notee-en	spent	vietti
2683	teroriipen	spent; wore	kuluttivat; kulutti; kulutettu
2684	tuöntee-en	conducted; performed	suoritettu
2685	ultlo	extreme	ääri
2689	barsi	bars	kalterit
2690	istaarken	checked; revised; reviewed	tarkistettu
2691	talrili	equally; evenly	tasan
2691	vupagaa	row	soutaa
2693	ennesa	predication; prophecy; prognostication; prediction; foretelling; forecast; divination; augury; prognosis	ennuste; ennustus; prognoosi
2693	ennesaa	prophesy; augur; forebode; forecast; foretell; predict; prognosticate	ennustaa
2693	silikaa	forecast; outline; sketch out	kaavailla
2694	yraapen	deleted; erased; removed	poistettu
2695	öut	from somewhere	jostakin
2697	dalijärylkaajo	administrator	järjestelmänvalvoja
2697	yllapaoojo	sustainer; administrator; maintainer	ylläpitäjä
2698	durauu	bike; cycle	pyöräillä
2698	rautuo	circulation; cycle; rotation	kierto; sykli
2701	jusvao	accuracy; precision; punctuality; validity	täsmällisyys; paikkansapitävyys
2701	tarkvao	accuracy; exactness; precision	tarkkuus
2703	ipyyl	rise	kohota
2703	royylte	increase in value; rise; appreciation	arvonnousu
2703	ylmöyl	rise; upward slope	ylämäki
2703	ylpiirte	exaltation; raise; rise	korotus; ylennys
2705	nuuk	be asleep; sleep; slumber	nukkua
2707	sif	avian; bird; fowl	lintu
2708	termoda	pharmacy	farmasia
2708	termofäflo	dispensary; drugstore; pharmacy	apteekki
2709	Brasillo	Brazil	Brasilia
2710	novte	creation	luonti
2710	novteo	creation	luomus
2710	novteosio	creation	luomakunta
2710	novteotö	creation	luomistyö
2711	in retlö	in the hospital	sairaalassa
2711	taletva	static	staattinen
2712	dekalo	backstage; scenes; scenery; coulisse; scene	kulissi
2712	öghäp	scene; seizure; rendezvous; paroxysm; footage; tryst	kohtaus
2713	pulpeaapjo	hunter; huntsman	metsästäjä
2716	kid	crystal	kide
2716	rokid	crystal	kristalli; kristallikide
2716	rokidklirva	crystal	kristallinkirkas
2717	hyldahonva	famous; far-famed	maankuulu
2717	piersava	renowned; big-name; famous	nimekäs
2719	sasamä	spokesman; chairman	puhemies
2720	popitpö	violence	väkivalta
2720	popitpövao	violence	väkivaltaisuus
2724	isveemte	noggin; tipple; swig; sip; gulp; drink; draught; dram; binge; snifter	huikka; kulaus; ryyppy; siemaus
2724	sialkveemte	drinking; drunkenness; drink; crapulence; boozing; heavy drinking	juopottelu; ryyppääminen
2724	veem	booze; drink; imbibe	juoda; ryypätä
2724	veemte	potation; boozing; drink; drinking	drinkki; juominen
2724	vem	potion; beverage; boozer; drink; drinkable; potable; potage	juoma
2724	vempauk	drink	paukku
2725	ja vokaa	you see	näet
2726	pourva	dynamic; dynamical	dynaaminen
2728	eem	eat	syödä
2728	eem ja	eat	syö
2728	ripeem	eat; erode; gnaw	jäytää
2729	autpaoova	abiding; constant; permanent	pysyvä
2729	talomuva	permanent	vakinainen; vakituinen
2729	teveivpäheör	permanent; perm	permanentti
2730	molviilte	farming; agricultural; agriculture	maanviljely; maanviljelys; maanviljelys-
2730	vilrosta	husbandry; farming; agriculture; agricultural	maatalous; maatalous-
2731	iplyleilo	glen; dell	notko
2732	kliinte	cleaning; cleansing; purge; purging; purification; purifying; washing	puhdistaminen; puhdistus
2732	lokliinte	cleaning; house-cleaning	siivous
2732	urkliinte	cleaning	perkaus
2733	lijesaaen	alleged; purported; contended; claimed; argued; asserted	väitti; väitetty
2734	kirbäg	briefcase; portfolio	salkku
2734	roiköfkirbäg	portfolio	osakesalkku
2734	ropaprkirbäg	portfolio	arvopaperisalkku
2735	liotevova	pragmatic; applicative; practical	käytännöllinen; käytännönläheinen; pragmaattinen
2736	fätogaaen	delivered	toimitettu
2738	beslitol	infrastructure	perusrakenne
2738	sivovötol	infra; infrastructure	infra; infrastruktuuri
2739	isviofva	exclusive	yksinomainen
2739	yrpuoova	exclusive; unexclusive	poissulkeva; eksklusiivinen
2740	oolo	seat; whereabouts	olinpaikka; tyyssija
2740	sitlo	seat	istumapaikka
2744	novsaotelo	news agency	uutistoimisto
2744	nöbesli	initially; originally	alun perin; alkuaan; alkujaan
2747	eovisda	philosophy; philosophy of life; ism; doctrine; life philosophy	elämänfilosofia; filosofia
2748	juspa	adjustment; regulation	säätö
2748	pöreegte	regulation	sääntely
2748	sijuspaate	regulation	säätely
2750	ippiirte	reduction	pienennös
2750	lypiirte	reduction; abasement; degradation; demotion; discounting; lowering	alennus; alentaminen
2750	riipte	decrement; deduction; downsizing; lessening; reduction; subtraction	vähennys; vähentäminen
2751	teobkao	aim	tähtäys
2753	teönnuuk	awaken; rouse; wake; raise; arouse; provoke; evoke	herättää
2753	tuluuen	refered; referenced; referred	viitattu
2755	roeemte	nutrition	ravitsemus
2756	höleitoote	recording	levytys
2756	hönauuhto	recording	nauhoite
2756	hösloote	recording	äänitys; äänittäminen
2756	hösloto	recording	äänite
2757	hehee	giggle; laugh; snicker; snigger	nauraa
2758	in ersa	in the name of; on behalf of	nimessä; nimissä
2758	nupir	junior; younger	nuorempi
2758	nupirjo	junior	juniori
2759	tullimpörov	toll	tietulli
2761	luvat	cape; cloak; robe	kaapu; viitta
2761	vammolön	cape; foreland; peninsula	niemi; niemimaa
2765	vissa	hint; tip	vinkki
2765	vyvissa	allusion; tip; intimation; insinuation; hint; clue; cue	vihjaus; vihje
2766	duvalova	secondary	toissijainen
2766	duvarova	secondary	toisarvoinen
2767	voejhäpva	marvellous; wonderful; prodigious; wondrous; astounding; astonishing; amazing; marvelous; miraculous	ihmeellinen
2768	losipvoo	mine; lay mines	miinoittaa
2768	momaap	mine; quarry	louhia
2768	momaplo	mine	kaivos
2771	rotuopapr	ticket	matkalippu
2771	tupapr	ticket; ensign	lippu; pääsylippu
2773	gees	guess	arvata
2773	ges	guess; reckoning	arvaus
2773	rogees	guess; punt; bet; do the pools	veikata
2773	sigees	guess	arvailla
2773	sitegees	guess; speculate	arvuutella
2775	edyyvte	prevention; prophylaxis	profylaksi; ehkäisy; ehkäiseminen
2775	ennaedyyvte	prevention	ennaltaehkäisy
2775	yyvte	debarment; interference; obstruction; prevention	estäminen
2777	lumtuvo	ski	suksi
2777	lumtuvoo	ski	hiihtää; suksia
2777	silumtuvoo	ski	sivakoida; hiihdellä
2779	risoda	algebra; math; mathematics	matematiikka; matikka; algebra
2780	inag	import; importation; imports	tuonti
2781	pagaate	sending; submitting; dispatching; despatch; posting	lähettäminen
2781	pöposao	posting	komennus
2782	tutvio	attendance; presence	läsnäolo; mukanaolo
2782	uutvoote	presence	saapuvillaolo
2783	ipna-	instant	pika-
2783	välejva	immediate; instant; instantaneous	välitön
2784	issaaen	aforesaid; mentioned	mainitsi; mainittu
2784	tudiirva	conducting; guiding; directive; conductive	johtava; ohjaava
2785	autteva	automatic	automaattinen
2786	terstake	healthcare	terveydenhuolto
2787	sikaate	watching; viewing	katseleminen; katselu
2788	in kat	in the light of	valossa
2790	autsipiirva	increasing	enenevä
2792	ruvipao	connected	kytkös
2793	Krist	Christ	Kristus
2798	tajliej	although not	vaikkei
2799	Auslo	Austria	Itävalta
2800	kaeddir	ahead; facing forward	edessäpäin
2801	monlo	moon	kuu
2802	ikaapte	attendance; involvement; participation	osallistuminen
2802	ikap	attendance; involvement; participation	osanotto
2802	ikapvao	participation; complicity; involvement	osallisuus
2804	görovao	usefulness; utility	hyödyllisyys
2804	teovovao	utility	käyttökelpoisuus
2804	vyoprog	utility; utility program	apuohjelma
2805	ennasiedtuka	preview	ennakkoesitys
2806	duikob	fissure; split; slit; vent; fly; crevasse; crack; coloboma; cleft; chink; rift; crevice	halkio; halkeama
2806	fismipoag	fly; lure	viehe
2806	huu	fly	lentää
2806	ishuu	fly	lennähtää
2806	kärpeg	fly	kärpänen
2808	siolikato	matrix	matriisi
2808	ut aj	from me	minulta
2809	aj ali	I too; me too	minä myös; minäkin
2810	issio	combination	yhdelmä
2810	vilö	combination; syndicate; merger; consortium; combine; concern	yhtymä
2810	vipa	combination; composition; composite; combo	kombo; yhdistelmä
2810	visipa	combination	kombinaatio
2811	enli	unchanged; restored	ennallaan; ennalleen
