Vosa	VosaParts	Finsi	Engsi
ylhösa	yl-hö-sa	sopraano	soprano
ylhösä	yl-hö-sä	kirkuna	cry; shrieking
ylhöva	yl-hö-va	kimeä; kimakka	shrill
yljova	yl-jo-va	ylhäinen	exalted; high-born
ylkalö	yl-ka-lö	valvomo	control room
ylkaul	yl-kaul	holvi	arch; vault; crypt; dome
ylkavö	yl-ka-vö	konsoli	console
ylkayv	yl-ka-yv	ylipeitto	overlap
ylkiel	yl-ki-el	yltä päältä	from top to bottom; from head to toe
yllast	yl-la-st	ylimmäinen; ylin	highest; supreme; top; topmost; uppermost
ylliap	yl-li-ap	yliote	advantage
ylloem	yl-lo-em	manna	manna
yllood	yl-lood	ylikuormittaa	overburden; overload
yllova	yl-lo-va	taivaallinen	celestial
ylluva	yl-lu-va	ylipitkä	overlong
yllyvö	yl-ly-vö	hissi	elevator; lift
ylmili	yl-mi-li	ylimielisesti	haughtily; arrogantly
ylmiva	yl-mi-va	ylimielinen	arrogant; haughty; presumptuous; superior
ylmähö	yl-mä-hö	tenori	tenor
ylmöyl	yl-möyl	ylämäki	rise; upward slope
ylnaat	yl-naat	yöpyä	bunk; spend the night; stay overnight
ylnali	yl-na-li	myöhässä	belated; overdue; late; lagged; belatedly; delayed
ylnava	yl-na-va	myöhäinen	late
ylnotö	yl-no-tö	ylityö	overtime work; overtime
ylofli	yl-of-li	ylellisesti	lavishly; sumptuously
ylofva	yl-of-va	ylellinen	luxurious; luxury; sumptuous
ylpiir	yl-piir	korottaa	exalt; raise
ylpili	yl-pi-li	huikeasti	tremendously
ylpiri	yl-pi-ri	ylen	enormously; excessively; extremely; hugely; tremendously; very
ylpiva	yl-pi-va	huikea; ylisuuri	oversized; staggering
ylpoag	yl-po-ag	yliveto	superb
ylpoap	yl-po-ap	liikarasitus	overload
ylpoli	yl-po-li	ylivoimaisesti	by far; overwhelmingly
ylpori	yl-po-ri	korkean energian	high-energy
ylpova	yl-po-va	ylivoimainen	overwhelming; unbeatable; superior; overpowering; overpowered; insurmountable; insuperable; supernal
ylpvao	ylp-va-o	ylpeys	haughtiness; pride
ylpöjo	yl-pö-jo	lordi	Lord
ylpölo	yl-pö-lo	hovi	court
ylrili	yl-ri-li	liiaksi; liian	overly; unduly; overmuch; too
ylriva	yl-ri-va	ylimääräinen; liiallinen	extraordinary; redundant; supernumerary; outnumbered; excessive; excess; additional; extra
ylrost	yl-ro-st	korkea-arvoisin	highest ranking
ylstla	yl-st-la	päällimmäisenä	uppermost
ylstlo	yl-st-lo	harja; huippu; laki	top-notch; vertex; top; tip; summit; ridge; pinnacle; peaky; peak; header; crown; crest; coping; apex; pinnace
ylstri	yl-st-ri	enimmäismäärä; maksimi	maximum
ylstro	yl-st-ro	huippuarvo	peak value
ylsuup	yl-suup	kannatella	uphold
yltuar	yl-tu-ar	vimma	rage
yltura	yl-tu-ra	vimma; mania	frenzy; mania
yltuve	yl-tu-ve	reisi	thigh
yltöjo	yl-tö-jo	pomo	boss
ylusjo	yl-us-jo	piispa	bishop
ylvaam	yl-vaam	tulvia	deluge; flood; flow over; overflow
ylvali	yl-va-li	korkeasti	highly
ylveiv	yl-veiv	aallonharja	crest of a wave; culmination
ylvojo	yl-vo-jo	mestari	champ; champion; maestro; master
ylväli	yl-vä-li	ylevästi	nobly; sublimely
ylväpö	yl-vä-pö	aristokratia	aristocracy
ylväva	yl-vä-va	ylevä	lofty; sublime; uplifting
yrapsi	yr-ap-si	poistot	amortization; depreciation
yrlaoo	yr-la-oo	uupua	be absent
yroojo	yr-oo-jo	poissaolija	absentee
yroote	yr-oo-te	poissaolo	truancy; absence
yroova	yr-oo-va	poissaoleva	absentee; absent
yrpoli	yr-po-li	poikki	whacked
yrpuoo	yr-puoo	poissulkea	exclude
ysokmo	ys-ok-mo	reagenssi	chemical agent; reagent
ysokvö	ys-ok-vö	reaktori	reactor
yspöva	ys-pö-va	vaikutusvaltainen	influential
ysrali	ys-ra-li	innokkaasti	zealously; keenly; heartily; avidly; eagerly
ysrava	ys-ra-va	innokas	avid; zealous; keening; dying; keen; eager
ysrili	ys-ri-li	tehokkaasti	effectively; expeditiously; effectually; efficiently
ysrimo	ys-ri-mo	tehoaine	active ingredient
ysriro	ys-ri-ro	tehollisarvo	effective value
ysriva	ys-ri-va	tehokas	efficient; powerful; effectual; effective; efficacious
yvbaar	yv-baar	teljetä	bar; shut
yvejli	yv-ej-li	esteettä	unhindered
yvejva	yv-ej-va	esteetön	unfettered; untrammeled; unobstructed; unimpeded; unhampered; unchallenged; qualified; free; competent; allowable; untrammelled; unconstrained
yvofva	yv-of-va	esteellinen	disqualified; obstructive
yvpail	yv-pail	valli	bank; rampart; embankment
yvrauu	yv-rauu	boikotoida	boycott
yvruli	yv-ru-li	jumissa	stuck; jammed; stranded
yvtuvo	yv-tu-vo	jarru	brake
yylnen	yyl-nen	nousussa	rising
yyloos	yyl-oos	porrastaa	scale; stagger
yyltul	yyl-tul	nousutie	ramp
yylvam	yyl-vam	nousuvesi	tidewater
yyside	yys-ide	impressionismi	impressionism
yysvao	yys-va-o	vaikuttavuus	effectiveness; impressiveness
yyvsta	yyv-sta	esto	suppression; interference; inhibition; block; blocking
yöktee	yök-tee	yököttää	be nauseous; sicken; make feel sick
äfiklo	äf-ik-lo	osto-osasto	purchasing department
ämliva	äm-li-va	akkamainen; feminiininen; naisellinen; naismainen	effeminate; feminine; womanish; womanly
ämpope	äm-po-pe	tamma	mare
ämraäm	äm-ra-äm	lesbo	lesbian
ämsiof	äm-si-of	naisten	ladies'; of women
ängdim	äng-dim	särmä	bevel; edge
ängkam	äng-kam	kulmakivi	keystone; corner stone; cornerstone
ängpik	äng-pik	väkä; väkänen	hook; barb
ängsio	äng-si-o	kuppikunta; nurkkakunta	clique; faction
ängsup	äng-sup	kulmatuki	gusset
ängtil	äng-til	kuutio	cube; cubic
äplhed	äpl-hed	omena	apple
ätliva	ät-li-va	tuollainen	that kind
öb tua	öb tua	toisesta; muusta	about other
öbahsa	öb-ah-sa	moite; sapiska	rebuke; scolding; reproof; reproach; reprehension
öbdaaf	öb-daaf	tiedustella; perätä	be inquiring; enquire; inquire; reconnoiter
öbdari	öb-da-ri	tietomäärä	amount of information
öbhasa	öb-ha-sa	kehu	praise
öbkova	öb-ko-va	kyseinen	particular; that particular
öblisa	öb-li-sa	lausunto	statement; utterance; instatement; opinion
öbmisa	öb-mi-sa	kommentti	comment; commentary
öbnosa	öb-no-sa	raportti; kommunikea	communique; news report; report
öbsaaf	öb-saaf	potea	suffer from
öbsasa	öb-sa-sa	tarina; juttu; kertomus	recital; thing; tale; story; report; narration; figment; chronicle; case; article; yarn; narrative
öbvoda	öb-vo-da	tietämys	knowledge; lore
ödaaen	ö-daa-en	määrätty	destined; specified; definite; defined
öfikro	öf-ik-ro	osinko	dividend; divvy
öfpövi	öf-pö-vi	omassa hallussaan	in one's possession
öfrava	öf-ra-va	omistushaluinen	possessive
ögapev	ög-ap-ev	reseptori	receptor; sensory receptor
ögapvö	ög-ap-vö	vastaanotin	receiver
öggöva	ög-gö-va	päinvastainen	contrary; opposite; reversed
ögikob	ög-ik-ob	vastakappale	counterpart
ögiplo	ög-ip-lo	vastakohta	opposite; contrast; contrary
ögkalo	ög-ka-lo	tapaamispaikka	meeting place; assembly
öglusa	ög-lu-sa	vastalause	objection; protest
ögmili	ög-mi-li	vastenmielisesti	reluctantly
ögmiva	ög-mi-va	inha; vastenmielinen; ällöttävä	repugnant; yucky; unpleasant; repulsive; obnoxious; gross; revolting; distasteful; disgusting; disagreeable; cloying; objectionable
ögobso	ög-ob-so	vasta-aihe	contraindication
ögofra	ög-of-ra	antipatia	antipathy
ögopva	ög-op-va	hapera; hauras; heiveröinen	flimsy; weak; tender; short; infirm; friable; apt to break; fragile; feeble; dainty; crumbly; crisp; brittle; breakable; frail
ögpoli	ög-po-li	lujaa; lujasti	firmly; strongly; stoutly; stedfastly; staunchly; hard; solidly
ögpomo	ög-po-mo	lujite; sitkoaine	reinforcement; binder; gluten
ögpopa	ög-po-pa	puristus	compression; pressing
ögpopä	ög-po-pä	pokka	mettle; nerve; spunk
ögpori	ög-po-ri	paine	pressure
ögpova	ög-po-va	luja	fast; firm; strong
ögpäli	ög-pä-li	jääräpäisesti	coldly
ögpäva	ög-pä-va	jääräpäinen; jukuripäinen	stubborn; perverse; obstinate; mulish
ögreek	ög-reek	rikkoa	offend against
ögrisk	ög-risk	uhma	defiance
ögroli	ög-ro-li	haitallisesti	adversely; harmfully
ögrova	ög-ro-va	haitallinen	counter-productive; damaging; detrimental; harmful; negative; noxious; adverse
ögsahö	ög-sa-hö	soraääni	voice of protest
ögsuup	ög-suup	nojata	lean
ögtraa	ög-traa	otella	fight
ögvoli	ög-vo-li	kestävästi	tenably; durably; enduringly; sustainably
ögvote	ög-vo-te	kestokyky; vastustuskyky	endurance; resistance
ögvova	ög-vo-va	kestävä	endurable; tenable; sustainable; steadfast; resistant; enduring; durable; hardy
ögysok	ög-ys-ok	vastareaktio	counterreaction
ögysva	ög-ys-va	parasympaattinen	parasympathetic
ögytli	ög-yt-li	sitkeästi	persistently; tenaciously; toughly; persevered
ögytva	ög-yt-va	sitkeä	hardy; tough; persistent; chewy; dogged; tenacious
ögyvsa	ög-yv-sa	puolustus	apology
öhejva	öh-ej-va	rauhaton	unquiet
öhipli	öh-ip-li	hissukseen	slowly; silently
öhliva	öh-li-va	vaitonainen; vaitelias	taciturn; silent; reticent
öhoote	öh-oo-te	vaitiolo	silence
öhpiir	öh-piir	hiljentää	quiet; quieten; turndown
öjo-of	ö-jo-of	jonkun	someone's; somebody's
önböön	ön-böön	sammua	be extinguished
öncöyh	ön-cöyh	loppusointu	rhyme
önejli	ön-ej-li	loppumattomasti; loputtomasti; päättömästi	endlessly; interminably
önejtu	ön-ej-tu	loputtomiin	indefinitely
önejva	ön-ej-va	loputon	never-ending; neverending; abysmal; endless; interminable
önna a	ön-na a	viimeinkin	at last; finally
önnoli	ön-no-li	lopullisesti	definitively; finally; finitely; for good; terminally; conclusively
önnova	ön-no-va	lopullinen	final; eventual; definitive; ultimate
önnuuk	ön-nuuk	herätä	revive; waken; wake; awake; wake up
önpiik	ön-piik	kärjistää	sharpen
önrili	ön-ri-li	lopen; loppu	dead; spent
önrisi	ön-ri-si	loput	remainder; the rest
önrupa	ön-ru-pa	pääte; loppuliite	suffix
önsasi	ön-sa-si	loppusanat	closing words; cue
önstli	ön-st-li	viimeiseksi	lastly; finally; last of all
önstna	ön-st-na	viimeksi	last
önutli	ön-ut-li	lopulta	eventually; finally; ultimately
önutro	ön-ut-ro	lopputulos	result; upshot
önönli	ön-ön-li	loppujen lopuksi	in the very end
önönva	ön-ön-va	vihoviimeinen	very last
öri no	ö-ri no	jonkin aikaa	sometime; some time
ööh ja	ööh ja	ole hiljaa	keep quiet; be quiet
öönnen	öön-nen	loppumassa; päättymässä	running out; terminating; expiring
öös ja	öös ja	unohda	forget it
a aj ej	a aj ej	enkä; ja minä en	and I don't; and I do not
a ej ja	a ej ja	äläkä	and don't
aaf tee	aaf tee	saada tekemään	make to do
aapenta	aap-en-ta	otettiin	was taken
afganjo	afgan-jo	afgaani	Afghan
Afganlo	afgan-lo	Afganistan	Afghanistan
afpoluu	af-po-luu	kurkottaa; kurottaa	crane; reach; stretch (out for)
afrovyo	af-ro-vy-o	meriitti	merit
aföönte	af-öön-te	ehtyminen	depletion
agemhäp	agem-häp	nyyttikestit	bring-dish party; potluck
ahaapen	ah-aap-en	varastettu; varasti; varastivat	stole; stolen
ahaapte	ah-aap-te	varastaminen; varastelu	stealing
ahaptuu	ah-ap-tuu	kähveltää	walk away with
ahapvao	ah-ap-va-o	konnuus	villainy
ahcumuu	ah-cu-muu	pahastua	resent
ahcuoli	ah-cuo-li	töykeästi	gruffly; rough; rudely
ahcuova	ah-cuo-va	töykeä; tyly	rude; unkind; impolite; brusque
ahcusaa	ah-cu-saa	nälviä	carp; nag
ahcutra	ah-cu-tra	koettelemus	affliction; ordeal
ahcuvao	ah-cu-va-o	pahanilkisyys; tuhmuus; ilkeys	malice; spite; vileness; naughtiness; malevolence; meanness; maliciousness
ahdiplo	ah-dip-lo	horna	abyss; hell
ahdirva	ah-dir-va	katala	lowdown; treacherous; devious; dark
ahendao	ah-en-dao	paha aavistus	misgiving
ahepaap	ah-ep-aap	kitkeä	weed out; cleanse; eradicate; pull up; rinse; root out; scavenge; scour; scrub; weed
ahfafva	ah-faf-va	korruptoitunut	venal; corrupt
ahfibön	ah-fi-bön	kiirastuli	Purgatory
ahfiite	ah-fii-te	kivuntunne	feeling of pain
ahfisää	ah-fi-sää	rääkyä	howl; yell
ahfitee	ah-fi-tee	satuttaa	hurt; injure
ahfivao	ah-fi-va-o	kipeys	painfulness; poignancy
ahgliuu	ah-gli-uu	luisua	slither
ahhafaa	ah-ha-faa	antaa anteeksi	forgive; remit
ahharov	ah-ha-rov	ane	indulgence
ahhaser	ah-ha-ser	karhunpalvelus	disservice
ahhaupe	ah-hau-pe	piski	cur; pooch
ahhooen	ah-hoo-en	riivaama; riivattu	demoniacal; possessed; demoniac; bewitched; vexed with a devil
ahhoojo	ah-hoo-jo	riivaaja	devil; evil spirit
ahhöcuu	ah-hö-cuu	remuta	racket
ahhöhäp	ah-hö-häp	rytäkkä	scuffle; hubbub
ahhötee	ah-hö-tee	meluta; möykätä	be noisy; make a noise; make trouble loudly
ahipmäm	ah-ip-mäm	penska; kakara; musikka	brat; nauhgty disobent child
ahjosio	ah-jo-si-o	kopla	gang
ahjovao	ah-jo-va-o	riettaus	obscenity; lechery
ahkamjo	ah-kam-jo	kovis	toughie
ahkamva	ah-kam-va	ankara	hard
ahkarli	ah-kar-li	röyhkeästi	brazenly; cheekily; impudently; insolently
ahkarva	ah-kar-va	röyhkeä	brazen; scurrilous; sassy; ruffian; presumptuous; insolent; impudent; impertinent; cheeky; brassy; brash; arrogant; chesty
ahkasli	ah-kas-li	traagisesti	tragically
ahkasva	ah-kas-va	traaginen	tragic; tragical
ahkauva	ah-kau-va	rujo	shapeless; deformed; formless; malformed
ahkirek	ah-ki-rek	turmio	perdition; ruin; destruction
ahkliir	ah-kliir	häikäistä	glare; dazzle
ahlicuu	ah-li-cuu	kaltoin kohdella	treated badly; walk over
ahliova	ah-li-o-va	huonotapainen; pahatapainen; paheellinen	ill-mannered; unmannered; depraved
ahlytuo	ah-ly-tuo	lankeaminen; lankeemus	fall; falling; transgression
ahlytuu	ah-ly-tuu	langeta	fall
ahmethö	ah-met-hö	räminä	rattle; jangle
ahmicuu	ah-mi-cuu	paheksua	disapprove
ahmilii	ah-mi-lii	sapettaa	gall
ahmuuen	ah-muu-en	turmeltunut	corrupt; corrupted; damaged
ahmuute	ah-muu-te	turmeltuminen	depravity
ahmägjo	ah-mäg-jo	noita	witch
ahmägäm	ah-mäg-äm	noita-akka	witch; enchantress; sorceress; crone
ahnidli	ah-nid-li	hätäisesti	hastily; rashly
ahnidva	ah-nid-va	hätäinen	rash; impulsive; hurried; hotheaded; anxious; flurried; hasty
ahnitpu	ah-nit-pu	malka	beam
ahnukka	ah-nuk-ka	painajainen; painajaisuni	nightmare
ahoahfi	ah-o-ah-fi	synnintunto	contrition
ahobcuu	ah-ob-cuu	kohdella huonosti	ill-treat; treat badly; maltreat; mistreat
ahobsta	ah-ob-sta	kohtalo	destine; fortune; fate; destiny
ahoejva	ah-o-ej-va	synnitön	sinless
ahofaap	ah-o-fa-ap	anastaa; rohmuta	usurp; steal; seize; grab; hog
ahofapa	ah-o-fa-pa	synninpäästö	pardon; remission; absolution
ahofraa	ah-of-raa	himoita	crave; desire; covet
ahofrao	ah-of-ra-o	hekuma	lust
aholiva	ah-o-li-va	synnillinen	sinful
ahosoor	ah-o-soor	katua	regret; feel sorry; repent; rue
ahpaeön	ah-pa-e-ön	surma	bane; death
ahpirli	ah-pir-li	pahemmin	worse
ahporek	ah-po-rek	loukkaus	violation
ahpösta	ah-pö-sta	taantumus	reaction; retrogression
ahrektö	ah-rek-tö	tihutyö	misdeed
ahriisk	ah-riisk	vaarantaa	adventure; endanger; hazard; imperil; jeopardize; risk; venture
ahroaap	ah-ro-aap	ryöstellä; ryöstää; rosvota	kidnap; abduct; rob; ransack; plunder; pillage; loot
ahrosaa	ah-ro-saa	arvostella	critique
ahrosta	ah-ro-sta	lama	depression; recession
ahsisaa	ah-si-saa	piruilla	tease; taunt
ahstava	ah-sta-va	ahdistava	troubling; worrying; distressing; distressful; oppressive
ahstcuo	ah-st-cuo	pessimismi	pessimism
ahsttee	ah-st-tee	tärvellä; pilata	taint; vitiate; spoil; queer; impair; disfigure
ahtarjo	ah-tar-jo	retku	good-for-nothing; scoundrel; idler
ahteejo	ah-tee-jo	pahantekijä	evildoer; evil-doer; malefactor; wrongdoer
ahteens	ah-teens	kiristää	blackmail
ahtofaa	ah-to-faa	lahjoa	bribe; suborn
ahtofao	ah-to-fa-o	lahjonta	bribery; corruption
ahvamlo	ah-vam-lo	allikko	pond; puddle
ahvaova	ah-va-o-va	pahanlaatuinen	malignant
ahvofii	ah-vo-fii	kokea kipua; kokea tuskaa	experience pain
ahvoova	ah-voo-va	huonovointinen	indisposed; sick; unwell
ahvopir	ah-vo-pir	huonompi	worse; inferior
ahvosaa	ah-vo-saa	kangertaa	stutter
ahvotol	ah-vo-tol	hökkeli	shack; hovel
ahvovao	ah-vo-va-o	huonous	badness
ahyyste	ah-yys-te	villitys	craze; fad; furor
ahöbsaa	ah-öb-saa	rienata; solvata	abuse; affront; blaspheme; insult
ahöghäp	ah-ög-häp	vastoinkäyminen	adversity; hardship
ahögkas	ah-ög-kas	kolari	crash
aidsret	aids-ret	aids	AIDS
aj höör	aj höör	kuuntelen	I'm listening
aj kiir	aj kiir	kirjoitan	I write; I'm writing
aj ooen	aj oo-en	olin	I was
aj ooif	aj oo-if	olisin	I would be
aj riik	aj riik	luen	I read; I'm reading
aj traa	aj traa	yritän; minä yritän	I try; I'm trying
ajof ma	aj-of ma	isäni	my father
ajsi ej	aj-si ej	emme	we do not
ajsi oo	aj-si oo	olemme	we are
a-kirka	a-kir-ka	alfa	alpha
akrylmo	akryl-mo	akryyli	acrylic
al yllo	al yl-lo	taivasalla	under the open sky
albanjo	alban-jo	albaani	Albanian
albanva	alban-va	albanialainen	Albanian
aldavlo	al-dav-lo	ala-aste	grade school; primary school; elementary school
aldirli	al-dir-li	allapäin	depressed; dispirited; down; downbeat; downcast
alforaf	al-for-af	alihankinta	subcontract; subcontracting
alfulri	al-ful-ri	alijäämä; vajaus; vaje	deficiency; deficit; shortfall
alfulva	al-ful-va	vaillinainen; vajanainen; vajavainen	incomplete; lacking; insufficient; deficient; imperfect; inadequate
algerva	alger-va	algerialainen	Algerian
alideva	al-ide-va	periaatteellinen	principled
aliksio	al-ik-si-o	osajoukko	subset
alippir	al-ip-pir	niukempi	scarcer
aljurli	al-jur-li	perin juurin	downright
alkatfa	al-kat-fa	alivalotus	underexposure
alkmomä	alk-mo-mä	puliukko	heavy drinker
alkmumo	alk-mu-mo	käyte	ferment
alkveem	alk-veem	kännätä	booze
alkydmo	alkyd-mo	alkydi	alkyd
alleiyl	al-lei-yl	alakerta; alempi kerros	downstairs; lower floor
alleuve	al-leu-ve	alaleuka	mandible
allitol	al-li-tol	alusta	substructure
allovol	al-lo-vol	antura	foundation base
alluvat	al-lu-vat	alushame	petticoat; underskirt
allylmo	al-lyl-mo	allyyli	allyl
allylri	al-lyl-ri	ala-aste	low degree; lower degree; low grade; low stage
almolva	al-mol-va	maanalainen	underground; subsurface; subterranean
alnukos	al-nuk-os	alapeti	lower berth
alnulli	al-nul-li	negatiivisesti	negatively
alnulob	al-nul-ob	negatiivi	negative
alnulva	al-nul-va	negatiivinen	negative
aloejli	al-o-ej-li	pojattomasti	abysmally; endlessly
aloejva	al-o-ej-va	pohjaton	abysmal; bottomless
alokate	al-o-ka-te	layout; pohjapiirros; taitto	makeup; floor plan; layout; lay-out
alokämo	al-o-kä-mo	pohjamaali	primer; priming paint
alopoys	al-o-po-ys	pohjavire	undertone
alostva	al-o-st-va	pohjimmainen	undermost; bottommost; quintessential
alpakpe	alpak-pe	alpakka	alpaca
Alplosi	Alp-lo-si	Alpit	Alps
alpölyy	al-pö-lyy	alistaa	dominate; inhibit; subdue; subjugate; subordinate; subserve; subtend; suppress
alrataf	al-rat-af	alioikeus	inferior court; lower court
alrocuu	al-ro-cuu	väheksyä; vähätellä	understate; scorn; underrate; underplay; trivialize; undervalue; minimise; downplay; disparage; disdain; belittle; despise; minimize
alrokaa	al-ro-kaa	aliarvioida	undervalue; underrate; rate too low; sell short; underestimate
alrovfa	al-rov-fa	alimaksu	underpayment
alrovli	al-rov-li	alle hinnnan	below the price
alsidla	al-sid-la	alapuolella	below
alsidva	al-sid-va	alapuolinen	inferior; lower
alsisek	al-si-sek	alihakemisto	subdirectory
alteejo	al-tee-jo	alustaja	presenter
alteeli	al-tee-li	alustavasti	tentatively
alteeva	al-tee-va	alustava	prelim; preliminary; prefatory; introductory; tentative
altliva	alt-li-va	vuorottainen	alternate
altolik	al-tol-ik	alahuone	House of Commons
altoote	al-too-te	alituotanto	underproduction
altsasa	alt-sa-sa	dialogi; vuoropuhelu	dialog; dialogue
alturro	al-tur-ro	alivakuutus	underinsurance
altylva	al-tyl-va	alatyylinen	understyle
altysva	alt-ys-va	vuorovaikutteinen	interactive
alustol	al-us-tol	krypta	crypt
alvamva	al-vam-va	vedenalainen	underwater; subaquatic
alvatsi	al-vat-si	alusvaatteet	lingerie; underclothes; underclothing; undergarments; underwear; undies
alvosva	al-vos-va	murteellinen	dialectal
alylvat	al-yl-vat	aluspaita	camisole; undershirt
amervao	amer-va-o	amerikkalaisuus	Americanism
amleito	am-lei-to	emolevy	mainboard; motherboard
